"Model","WT1800"
"Comment",""
"Version","1.01"
"Date","2024/12/05"
"Time","16:26:31"

"<Settings>"
"Measurement Mode","Normal Mode"
"Sigma","SigmaA"
"Sigma Wiring","3P4W"
"Delta Measure Type","Star->Delta"
"Delta Measure Mode","RMS"
"Element","Element1","Element2","Element3","Element4","Element5","Element6"
"Module","1kV5A","1kV5A","1kV5A","1kV5A","1kV5A","1kV5A"
"Wiring","1P2W","SigmaA(3P4W)","SigmaA(3P4W)","SigmaA(3P4W)","1P2W","1P2W"
"Voltage Range","1.5V","600V","600V","600V","1.5V","1.5V"
"Terminal","Direct","Direct","Direct","Direct","Sensor","Direct"
"Current Range","    10mA","Auto","Auto","Auto","100mV","    10mA"
"Sensor Ratio","100.0000","10.0000","100.0000","10.0000","100.0000","10.0000"
"Line Filter","Off","Off","Off","Off","Off","Off"
"Frequency Filter","Off","Off","Off","Off","Off","Off"
"Scaling","On"
"Vt Ratio","1.0000","1.0000","1.0000","1.0000","1.0000","1.0000"
"Ct Ratio","1.0000","2000.0001","1000.0000","1000.0000","1.0000","1.0000"
"Scaling Factor","1.0000","1.0000","1.0000","1.0000","1.0000","1.0000"
"Sync Source","I1","I2","I3","I4","I5","I6"
"WP Type","Charge/Discharge","Charge/Discharge","Charge/Discharge","Charge/Discharge","Charge/Discharge","Charge/Discharge"
"q Mode","dc","dc","dc","dc","dc","dc"
"Null U","Off","Off","Off","Off","Off","Off"
"Null I","Off","Off","Off","Off","Off","Off"
"Element Independent","On"
"Average","Off"
"F1(EFF)","P(E3)/P(E4)*100","Unit","%"
"F2(P-loss)","Off"
"F3(U-ripple)","Off"
"F4(I-ripple)","Off"
"F5(D-UrmsR)","Off"
"F6(D-UrmsS)","Off"
"F7(D-UrmsT)","Off"
"F8(D-UmnR)","Off"
"F9(D-UmnS)","Off"
"F10(D-UmnT)","Off"
"F11(PhiU3-U2)","Off"
"F12(PhiI1-I2)","Off"
"F13(PhiI2-I3)","Off"
"F14(PhiI3-I1)","Off"
"F15(Pp-p)","Off"
"F16(F16)","Off"
"F17(F17)","Off"
"F18(F18)","Off"
"F19(F19)","Off"
"F20(F20)","Off"
"Evt1(Ev1)","Off"
"Evt2(Ev2)","Off"
"Evt3(Ev3)","Off"
"Evt4(Ev4)","Off"
"Evt5(Ev5)","Off"
"Evt6(Ev6)","Off"
"Evt7(Ev7)","Off"
"Evt8(Ev8)","Off"
"S Formula","Urms X Irms"
"S,Q Formula","Type 1"
"PC Formula","IEC76(1976)","0.5000","0.5000"
"Phase Angle","180 degree"
"Update Rate","100ms"
"Crest Factor","3"
"eta1 Formula","P3/P4*100"
"eta2 Formula","P4/P3*100"
"eta3 Formula","Off"
"eta4 Formula","Off"

"<Settings (Harmonics)>"
"Element","Element1","Element2","Element3","Element4","Element5","Element6"
"PLL Source","U4","U4","U4","U4","U4","U4"
"Order","0 To 40","0 To 40","0 To 40","0 To 40","0 To 40","0 To 40"
"THD Formula","Total","Total","Total","Total","Total","Total"

"Store No.","Date","Time","Urms-E2[V]","Irms-E2[A]","P-E2[W]","S-E2[VA]","Q-E2[var]","PF-E2","Urms-E3[V]","Irms-E3[A]","P-E3[W]","S-E3[VA]","Q-E3[var]","PF-E3","Urms-E4[V]","Irms-E4[A]","P-E4[W]","S-E4[VA]","Q-E4[var]","PF-E4","Urms-SigA[V]","Irms-SigA[A]","P-SigA[W]","S-SigA[VA]","Q-SigA[var]","PF-SigA"
  164,2024/12/05,16:24:44,252.27E+00,8.9112E+00,2.0636E+03,2.2480E+03,-891.79E+00,0.9180E+00,252.48E+00,8.5585E+00,1.9453E+03,2.1608E+03,-940.78E+00,0.9002E+00,252.78E+00,8.8458E+00,2.0190E+03,2.2360E+03,-960.89E+00,0.9030E+00,252.51E+00,8.7718E+00,6.0279E+03,6.6449E+03,-2.7935E+03,0.9071E+00
  165,2024/12/05,16:24:45,252.23E+00,8.8883E+00,2.0605E+03,2.2419E+03,-883.31E+00,0.9191E+00,252.31E+00,8.5578E+00,1.9432E+03,2.1593E+03,-941.42E+00,0.9000E+00,252.83E+00,8.8301E+00,2.0149E+03,2.2325E+03,-961.40E+00,0.9025E+00,252.46E+00,8.7588E+00,6.0187E+03,6.6337E+03,-2.7861E+03,0.9073E+00
  166,2024/12/05,16:24:45,252.32E+00,8.8883E+00,2.0615E+03,2.2427E+03,-883.17E+00,0.9192E+00,252.53E+00,8.5638E+00,1.9479E+03,2.1627E+03,-939.51E+00,0.9007E+00,252.76E+00,8.8294E+00,2.0135E+03,2.2317E+03,-962.53E+00,0.9022E+00,252.54E+00,8.7605E+00,6.0229E+03,6.6371E+03,-2.7852E+03,0.9075E+00
  167,2024/12/05,16:24:45,252.23E+00,8.8579E+00,2.0523E+03,2.2342E+03,-882.99E+00,0.9186E+00,252.53E+00,8.5600E+00,1.9484E+03,2.1617E+03,-936.16E+00,0.9014E+00,252.80E+00,8.8175E+00,2.0110E+03,2.2291E+03,-961.72E+00,0.9021E+00,252.52E+00,8.7451E+00,6.0117E+03,6.6250E+03,-2.7809E+03,0.9074E+00
  168,2024/12/05,16:24:45,252.41E+00,8.8807E+00,2.0614E+03,2.2415E+03,-880.36E+00,0.9196E+00,252.74E+00,8.6228E+00,1.9649E+03,2.1793E+03,-942.58E+00,0.9016E+00,252.89E+00,8.8739E+00,2.0262E+03,2.2441E+03,-964.67E+00,0.9029E+00,252.68E+00,8.7925E+00,6.0525E+03,6.6650E+03,-2.7876E+03,0.9081E+00
  169,2024/12/05,16:24:45,252.49E+00,8.8574E+00,2.0590E+03,2.2364E+03,-872.88E+00,0.9207E+00,252.75E+00,8.6516E+00,1.9707E+03,2.1867E+03,-947.63E+00,0.9012E+00,252.63E+00,8.8772E+00,2.0212E+03,2.2427E+03,-971.75E+00,0.9013E+00,252.62E+00,8.7954E+00,6.0509E+03,6.6658E+03,-2.7923E+03,0.9078E+00
  170,2024/12/05,16:24:45,252.27E+00,8.8112E+00,2.0483E+03,2.2228E+03,-863.47E+00,0.9215E+00,252.65E+00,8.6666E+00,1.9727E+03,2.1896E+03,-950.20E+00,0.9009E+00,252.67E+00,8.8536E+00,2.0145E+03,2.2371E+03,-972.79E+00,0.9005E+00,252.53E+00,8.7772E+00,6.0355E+03,6.6495E+03,-2.7865E+03,0.9077E+00
  171,2024/12/05,16:24:45,252.40E+00,8.8000E+00,2.0474E+03,2.2211E+03,-861.13E+00,0.9218E+00,252.74E+00,8.6473E+00,1.9704E+03,2.1855E+03,-945.52E+00,0.9016E+00,252.68E+00,8.8180E+00,2.0055E+03,2.2281E+03,-970.87E+00,0.9001E+00,252.61E+00,8.7551E+00,6.0233E+03,6.6348E+03,-2.7775E+03,0.9078E+00
  172,2024/12/05,16:24:45,252.50E+00,8.7960E+00,2.0402E+03,2.2210E+03,-877.92E+00,0.9186E+00,252.58E+00,8.5052E+00,1.9384E+03,2.1482E+03,-926.08E+00,0.9023E+00,252.73E+00,8.6872E+00,1.9724E+03,2.1955E+03,-964.25E+00,0.8984E+00,252.60E+00,8.6628E+00,5.9510E+03,6.5648E+03,-2.7682E+03,0.9065E+00
  173,2024/12/05,16:24:45,252.58E+00,8.8907E+00,2.0625E+03,2.2456E+03,-888.11E+00,0.9185E+00,252.73E+00,8.5662E+00,1.9520E+03,2.1649E+03,-936.18E+00,0.9017E+00,252.69E+00,8.8229E+00,2.0123E+03,2.2294E+03,-959.67E+00,0.9026E+00,252.66E+00,8.7599E+00,6.0269E+03,6.6399E+03,-2.7840E+03,0.9077E+00
  174,2024/12/05,16:24:45,252.47E+00,8.8827E+00,2.0604E+03,2.2426E+03,-885.38E+00,0.9188E+00,252.66E+00,8.5583E+00,1.9484E+03,2.1623E+03,-937.72E+00,0.9011E+00,252.68E+00,8.8189E+00,2.0114E+03,2.2284E+03,-959.22E+00,0.9026E+00,252.60E+00,8.7533E+00,6.0202E+03,6.6333E+03,-2.7823E+03,0.9076E+00
  175,2024/12/05,16:24:46,252.56E+00,8.8826E+00,2.0633E+03,2.2434E+03,-880.47E+00,0.9198E+00,252.91E+00,8.5700E+00,1.9531E+03,2.1675E+03,-939.92E+00,0.9011E+00,252.69E+00,8.8203E+00,2.0109E+03,2.2288E+03,-961.10E+00,0.9022E+00,252.72E+00,8.7576E+00,6.0273E+03,6.6396E+03,-2.7815E+03,0.9078E+00
  176,2024/12/05,16:24:46,252.51E+00,8.8758E+00,2.0621E+03,2.2412E+03,-877.97E+00,0.9201E+00,252.85E+00,8.5639E+00,1.9518E+03,2.1654E+03,-937.60E+00,0.9014E+00,252.75E+00,8.8131E+00,2.0094E+03,2.2275E+03,-961.27E+00,0.9021E+00,252.70E+00,8.7509E+00,6.0233E+03,6.6341E+03,-2.7768E+03,0.9079E+00
  177,2024/12/05,16:24:46,252.57E+00,8.8906E+00,2.0684E+03,2.2455E+03,-874.13E+00,0.9211E+00,252.91E+00,8.6392E+00,1.9719E+03,2.1849E+03,-941.11E+00,0.9025E+00,252.84E+00,8.8717E+00,2.0244E+03,2.2431E+03,-965.91E+00,0.9025E+00,252.77E+00,8.8005E+00,6.0647E+03,6.6735E+03,-2.7811E+03,0.9088E+00
  178,2024/12/05,16:24:46,252.56E+00,8.8541E+00,2.0602E+03,2.2362E+03,-869.66E+00,0.9213E+00,252.85E+00,8.6771E+00,1.9804E+03,2.1940E+03,-944.29E+00,0.9026E+00,252.69E+00,8.8782E+00,2.0225E+03,2.2435E+03,-970.96E+00,0.9015E+00,252.70E+00,8.8032E+00,6.0630E+03,6.6736E+03,-2.7849E+03,0.9085E+00
  179,2024/12/05,16:24:46,252.55E+00,8.8229E+00,2.0542E+03,2.2282E+03,-863.13E+00,0.9219E+00,252.79E+00,8.6768E+00,1.9784E+03,2.1934E+03,-946.99E+00,0.9020E+00,252.68E+00,8.8612E+00,2.0168E+03,2.2391E+03,-972.67E+00,0.9007E+00,252.67E+00,8.7870E+00,6.0494E+03,6.6606E+03,-2.7828E+03,0.9082E+00
  180,2024/12/05,16:24:46,252.58E+00,8.8014E+00,2.0506E+03,2.2230E+03,-858.46E+00,0.9224E+00,252.90E+00,8.6608E+00,1.9760E+03,2.1903E+03,-945.03E+00,0.9021E+00,252.63E+00,8.8385E+00,2.0106E+03,2.2329E+03,-971.32E+00,0.9004E+00,252.70E+00,8.7669E+00,6.0371E+03,6.6462E+03,-2.7748E+03,0.9083E+00
  181,2024/12/05,16:24:46,252.29E+00,8.8040E+00,2.0404E+03,2.2211E+03,-877.75E+00,0.9186E+00,252.70E+00,8.4716E+00,1.9281E+03,2.1408E+03,-930.19E+00,0.9007E+00,252.56E+00,8.6342E+00,1.9513E+03,2.1806E+03,-973.49E+00,0.8948E+00,252.52E+00,8.6366E+00,5.9198E+03,6.5426E+03,-2.7814E+03,0.9048E+00
  182,2024/12/05,16:24:46,252.50E+00,9.0057E+00,2.0893E+03,2.2740E+03,-897.56E+00,0.9188E+00,252.76E+00,8.4969E+00,1.9349E+03,2.1477E+03,-931.89E+00,0.9010E+00,252.63E+00,8.7977E+00,2.0100E+03,2.2226E+03,-948.47E+00,0.9044E+00,252.63E+00,8.7668E+00,6.0343E+03,6.6442E+03,-2.7779E+03,0.9082E+00
  183,2024/12/05,16:24:46,252.64E+00,8.9891E+00,2.0858E+03,2.2710E+03,-898.20E+00,0.9185E+00,252.95E+00,8.5206E+00,1.9423E+03,2.1553E+03,-934.19E+00,0.9012E+00,252.78E+00,8.7948E+00,2.0115E+03,2.2231E+03,-946.72E+00,0.9048E+00,252.79E+00,8.7682E+00,6.0396E+03,6.6494E+03,-2.7791E+03,0.9083E+00
  184,2024/12/05,16:24:46,252.26E+00,8.9662E+00,2.0777E+03,2.2618E+03,-893.84E+00,0.9186E+00,252.88E+00,8.5172E+00,1.9409E+03,2.1538E+03,-933.64E+00,0.9012E+00,252.77E+00,8.7997E+00,2.0127E+03,2.2244E+03,-947.04E+00,0.9048E+00,252.64E+00,8.7610E+00,6.0313E+03,6.6400E+03,-2.7745E+03,0.9083E+00
  185,2024/12/05,16:24:47,252.43E+00,8.9563E+00,2.0794E+03,2.2609E+03,-887.42E+00,0.9197E+00,252.88E+00,8.5230E+00,1.9408E+03,2.1553E+03,-937.43E+00,0.9005E+00,252.77E+00,8.8141E+00,2.0141E+03,2.2279E+03,-952.28E+00,0.9040E+00,252.69E+00,8.7645E+00,6.0344E+03,6.6441E+03,-2.7771E+03,0.9082E+00
  186,2024/12/05,16:24:47,252.50E+00,8.9789E+00,2.0870E+03,2.2672E+03,-885.71E+00,0.9205E+00,252.87E+00,8.5717E+00,1.9507E+03,2.1675E+03,-945.03E+00,0.9000E+00,252.83E+00,8.8661E+00,2.0274E+03,2.2416E+03,-956.26E+00,0.9044E+00,252.73E+00,8.8055E+00,6.0651E+03,6.6763E+03,-2.7870E+03,0.9084E+00
  187,2024/12/05,16:24:47,252.27E+00,8.9507E+00,2.0791E+03,2.2580E+03,-880.90E+00,0.9208E+00,252.96E+00,8.5856E+00,1.9556E+03,2.1718E+03,-944.68E+00,0.9004E+00,252.78E+00,8.8540E+00,2.0223E+03,2.2382E+03,-958.95E+00,0.9036E+00,252.67E+00,8.7968E+00,6.0570E+03,6.6680E+03,-2.7845E+03,0.9084E+00
  188,2024/12/05,16:24:47,252.37E+00,8.9393E+00,2.0775E+03,2.2560E+03,-879.57E+00,0.9209E+00,252.82E+00,8.5931E+00,1.9579E+03,2.1726E+03,-941.66E+00,0.9012E+00,252.83E+00,8.8488E+00,2.0226E+03,2.2373E+03,-956.25E+00,0.9041E+00,252.68E+00,8.7937E+00,6.0580E+03,6.6658E+03,-2.7775E+03,0.9088E+00
  189,2024/12/05,16:24:47,252.47E+00,8.9514E+00,2.0794E+03,2.2600E+03,-885.15E+00,0.9201E+00,252.82E+00,8.5562E+00,1.9473E+03,2.1632E+03,-941.91E+00,0.9002E+00,252.83E+00,8.8032E+00,2.0109E+03,2.2257E+03,-953.85E+00,0.9035E+00,252.71E+00,8.7702E+00,6.0377E+03,6.6488E+03,-2.7809E+03,0.9081E+00
  190,2024/12/05,16:24:47,252.29E+00,8.8361E+00,2.0473E+03,2.2293E+03,-882.15E+00,0.9184E+00,252.76E+00,8.4659E+00,1.9296E+03,2.1399E+03,-925.08E+00,0.9017E+00,252.57E+00,8.6474E+00,1.9599E+03,2.1841E+03,-963.88E+00,0.8973E+00,252.54E+00,8.6498E+00,5.9368E+03,6.5532E+03,-2.7711E+03,0.9059E+00
  191,2024/12/05,16:24:47,252.35E+00,8.8367E+00,2.0533E+03,2.2299E+03,-869.72E+00,0.9208E+00,252.83E+00,8.5871E+00,1.9577E+03,2.1710E+03,-938.43E+00,0.9018E+00,252.74E+00,8.8421E+00,2.0142E+03,2.2348E+03,-968.14E+00,0.9013E+00,252.64E+00,8.7553E+00,6.0252E+03,6.6357E+03,-2.7763E+03,0.9080E+00
  192,2024/12/05,16:24:47,252.49E+00,8.8416E+00,2.0564E+03,2.2324E+03,-868.90E+00,0.9211E+00,252.83E+00,8.5945E+00,1.9598E+03,2.1729E+03,-938.46E+00,0.9019E+00,252.75E+00,8.8299E+00,2.0122E+03,2.2317E+03,-965.19E+00,0.9016E+00,252.69E+00,8.7553E+00,6.0284E+03,6.6371E+03,-2.7726E+03,0.9083E+00
  193,2024/12/05,16:24:47,252.28E+00,8.8315E+00,2.0509E+03,2.2280E+03,-870.50E+00,0.9205E+00,252.91E+00,8.5925E+00,1.9626E+03,2.1731E+03,-933.04E+00,0.9031E+00,252.75E+00,8.8188E+00,2.0096E+03,2.2290E+03,-964.32E+00,0.9016E+00,252.65E+00,8.7476E+00,6.0231E+03,6.6301E+03,-2.7679E+03,0.9084E+00
  194,2024/12/05,16:24:47,252.27E+00,8.8363E+00,2.0509E+03,2.2291E+03,-873.38E+00,0.9200E+00,252.86E+00,8.5889E+00,1.9607E+03,2.1718E+03,-934.02E+00,0.9028E+00,252.70E+00,8.8198E+00,2.0102E+03,2.2287E+03,-962.59E+00,0.9019E+00,252.61E+00,8.7483E+00,6.0218E+03,6.6297E+03,-2.7700E+03,0.9083E+00
  195,2024/12/05,16:24:48,252.50E+00,8.8601E+00,2.0606E+03,2.2372E+03,-871.12E+00,0.9211E+00,252.83E+00,8.6358E+00,1.9700E+03,2.1834E+03,-941.50E+00,0.9023E+00,252.69E+00,8.8749E+00,2.0233E+03,2.2426E+03,-967.24E+00,0.9022E+00,252.67E+00,8.7903E+00,6.0538E+03,6.6631E+03,-2.7799E+03,0.9086E+00
  196,2024/12/05,16:24:48,252.21E+00,8.8184E+00,2.0511E+03,2.2241E+03,-860.02E+00,0.9222E+00,252.82E+00,8.6762E+00,1.9781E+03,2.1935E+03,-947.87E+00,0.9018E+00,252.74E+00,8.8795E+00,2.0224E+03,2.2442E+03,-972.85E+00,0.9012E+00,252.59E+00,8.7914E+00,6.0516E+03,6.6618E+03,-2.7807E+03,0.9084E+00
  197,2024/12/05,16:24:48,252.52E+00,8.8120E+00,2.0525E+03,2.2252E+03,-859.46E+00,0.9224E+00,252.91E+00,8.6648E+00,1.9749E+03,2.1915E+03,-949.98E+00,0.9012E+00,252.63E+00,8.8238E+00,2.0067E+03,2.2292E+03,-970.66E+00,0.9002E+00,252.69E+00,8.7669E+00,6.0341E+03,6.6458E+03,-2.7801E+03,0.9080E+00
  198,2024/12/05,16:24:48,252.21E+00,8.7724E+00,2.0395E+03,2.2125E+03,-857.81E+00,0.9218E+00,252.90E+00,8.6286E+00,1.9701E+03,2.1822E+03,-938.47E+00,0.9028E+00,252.69E+00,8.7823E+00,1.9983E+03,2.2192E+03,-965.09E+00,0.9005E+00,252.60E+00,8.7278E+00,6.0079E+03,6.6139E+03,-2.7614E+03,0.9084E+00
  199,2024/12/05,16:24:48,252.59E+00,8.7752E+00,2.0363E+03,2.2165E+03,-875.51E+00,0.9187E+00,252.58E+00,8.5234E+00,1.9401E+03,2.1529E+03,-933.09E+00,0.9012E+00,252.74E+00,8.6924E+00,1.9766E+03,2.1969E+03,-958.94E+00,0.8997E+00,252.64E+00,8.6637E+00,5.9530E+03,6.5663E+03,-2.7675E+03,0.9066E+00
  200,2024/12/05,16:24:48,252.49E+00,8.8356E+00,2.0511E+03,2.2309E+03,-877.59E+00,0.9194E+00,252.91E+00,8.5590E+00,1.9526E+03,2.1646E+03,-934.30E+00,0.9021E+00,252.62E+00,8.7865E+00,2.0019E+03,2.2196E+03,-958.70E+00,0.9019E+00,252.67E+00,8.7270E+00,6.0056E+03,6.6152E+03,-2.7706E+03,0.9078E+00
  201,2024/12/05,16:24:48,252.28E+00,8.8382E+00,2.0504E+03,2.2297E+03,-876.00E+00,0.9196E+00,252.85E+00,8.5728E+00,1.9527E+03,2.1677E+03,-941.20E+00,0.9008E+00,252.81E+00,8.8025E+00,2.0077E+03,2.2254E+03,-959.91E+00,0.9022E+00,252.65E+00,8.7379E+00,6.0107E+03,6.6227E+03,-2.7771E+03,0.9076E+00
  202,2024/12/05,16:24:48,252.54E+00,8.8382E+00,2.0550E+03,2.2320E+03,-871.09E+00,0.9207E+00,252.91E+00,8.5711E+00,1.9548E+03,2.1677E+03,-937.03E+00,0.9017E+00,252.69E+00,8.7941E+00,2.0041E+03,2.2221E+03,-960.05E+00,0.9019E+00,252.71E+00,8.7345E+00,6.0138E+03,6.6219E+03,-2.7682E+03,0.9082E+00
  203,2024/12/05,16:24:48,252.26E+00,8.8155E+00,2.0467E+03,2.2238E+03,-869.47E+00,0.9204E+00,252.88E+00,8.5755E+00,1.9576E+03,2.1686E+03,-933.00E+00,0.9027E+00,252.78E+00,8.7989E+00,2.0054E+03,2.2242E+03,-961.88E+00,0.9016E+00,252.64E+00,8.7300E+00,6.0098E+03,6.6165E+03,-2.7643E+03,0.9083E+00
  204,2024/12/05,16:24:48,252.47E+00,8.8305E+00,2.0537E+03,2.2295E+03,-867.60E+00,0.9212E+00,252.88E+00,8.6346E+00,1.9716E+03,2.1836E+03,-938.43E+00,0.9029E+00,252.68E+00,8.8477E+00,2.0168E+03,2.2356E+03,-964.61E+00,0.9021E+00,252.68E+00,8.7709E+00,6.0421E+03,6.6486E+03,-2.7706E+03,0.9088E+00
  205,2024/12/05,16:24:49,252.71E+00,8.8175E+00,2.0547E+03,2.2283E+03,-862.25E+00,0.9221E+00,252.78E+00,8.6556E+00,1.9744E+03,2.1879E+03,-942.74E+00,0.9024E+00,252.85E+00,8.8419E+00,2.0157E+03,2.2357E+03,-966.99E+00,0.9016E+00,252.78E+00,8.7716E+00,6.0449E+03,6.6519E+03,-2.7720E+03,0.9087E+00
  206,2024/12/05,16:24:49,252.59E+00,8.7757E+00,2.0449E+03,2.2166E+03,-855.46E+00,0.9225E+00,252.86E+00,8.6349E+00,1.9696E+03,2.1834E+03,-942.25E+00,0.9021E+00,252.69E+00,8.8061E+00,2.0028E+03,2.2252E+03,-969.73E+00,0.9000E+00,252.71E+00,8.7389E+00,6.0173E+03,6.6252E+03,-2.7674E+03,0.9082E+00
  207,2024/12/05,16:24:49,252.25E+00,8.7779E+00,2.0421E+03,2.2142E+03,-855.96E+00,0.9223E+00,252.88E+00,8.6398E+00,1.9716E+03,2.1848E+03,-941.34E+00,0.9024E+00,252.62E+00,8.8025E+00,2.0032E+03,2.2237E+03,-965.36E+00,0.9009E+00,252.58E+00,8.7400E+00,6.0169E+03,6.6227E+03,-2.7627E+03,0.9085E+00
  208,2024/12/05,16:24:49,252.37E+00,8.7954E+00,2.0412E+03,2.2197E+03,-872.11E+00,0.9196E+00,252.88E+00,8.5047E+00,1.9382E+03,2.1507E+03,-932.00E+00,0.9012E+00,252.55E+00,8.6645E+00,1.9618E+03,2.1882E+03,-969.34E+00,0.8965E+00,252.60E+00,8.6549E+00,5.9412E+03,6.5586E+03,-2.7735E+03,0.9059E+00
  209,2024/12/05,16:24:49,252.67E+00,8.8698E+00,2.0618E+03,2.2411E+03,-878.50E+00,0.9200E+00,252.78E+00,8.5629E+00,1.9536E+03,2.1646E+03,-932.09E+00,0.9025E+00,252.89E+00,8.8246E+00,2.0150E+03,2.2317E+03,-959.22E+00,0.9029E+00,252.78E+00,8.7524E+00,6.0304E+03,6.6374E+03,-2.7698E+03,0.9085E+00
  210,2024/12/05,16:24:49,252.38E+00,8.8627E+00,2.0578E+03,2.2368E+03,-876.77E+00,0.9200E+00,252.73E+00,8.5682E+00,1.9540E+03,2.1654E+03,-933.34E+00,0.9023E+00,252.78E+00,8.8158E+00,2.0123E+03,2.2284E+03,-957.46E+00,0.9030E+00,252.63E+00,8.7489E+00,6.0240E+03,6.6307E+03,-2.7676E+03,0.9085E+00
  211,2024/12/05,16:24:49,252.61E+00,8.8794E+00,2.0648E+03,2.2430E+03,-876.04E+00,0.9206E+00,252.77E+00,8.5569E+00,1.9504E+03,2.1629E+03,-935.04E+00,0.9017E+00,252.77E+00,8.8208E+00,2.0128E+03,2.2296E+03,-958.97E+00,0.9028E+00,252.71E+00,8.7524E+00,6.0280E+03,6.6355E+03,-2.7701E+03,0.9085E+00
  212,2024/12/05,16:24:49,252.72E+00,8.8887E+00,2.0685E+03,2.2464E+03,-875.95E+00,0.9208E+00,252.77E+00,8.5586E+00,1.9497E+03,2.1634E+03,-937.38E+00,0.9013E+00,252.73E+00,8.8187E+00,2.0119E+03,2.2287E+03,-958.91E+00,0.9027E+00,252.74E+00,8.7553E+00,6.0302E+03,6.6384E+03,-2.7722E+03,0.9084E+00
  213,2024/12/05,16:24:49,252.37E+00,8.8686E+00,2.0626E+03,2.2382E+03,-868.87E+00,0.9216E+00,252.79E+00,8.6248E+00,1.9661E+03,2.1802E+03,-942.29E+00,0.9018E+00,252.72E+00,8.8649E+00,2.0222E+03,2.2404E+03,-964.30E+00,0.9026E+00,252.63E+00,8.7861E+00,6.0509E+03,6.6587E+03,-2.7755E+03,0.9087E+00
  214,2024/12/05,16:24:49,252.56E+00,8.8432E+00,2.0586E+03,2.2335E+03,-866.39E+00,0.9217E+00,252.90E+00,8.6730E+00,1.9800E+03,2.1934E+03,-943.70E+00,0.9027E+00,252.82E+00,8.8736E+00,2.0227E+03,2.2434E+03,-970.39E+00,0.9016E+00,252.76E+00,8.7966E+00,6.0613E+03,6.6703E+03,-2.7805E+03,0.9087E+00
  215,2024/12/05,16:24:50,252.41E+00,8.8303E+00,2.0552E+03,2.2289E+03,-862.56E+00,0.9221E+00,252.91E+00,8.6766E+00,1.9798E+03,2.1944E+03,-946.38E+00,0.9022E+00,252.73E+00,8.8383E+00,2.0129E+03,2.2337E+03,-968.42E+00,0.9011E+00,252.68E+00,8.7817E+00,6.0479E+03,6.6570E+03,-2.7774E+03,0.9085E+00
  216,2024/12/05,16:24:50,252.55E+00,8.7855E+00,2.0466E+03,2.2188E+03,-856.94E+00,0.9224E+00,252.78E+00,8.6537E+00,1.9744E+03,2.1875E+03,-941.87E+00,0.9026E+00,252.62E+00,8.8209E+00,2.0063E+03,2.2283E+03,-969.68E+00,0.9004E+00,252.65E+00,8.7534E+00,6.0273E+03,6.6346E+03,-2.7685E+03,0.9085E+00
  217,2024/12/05,16:24:50,252.28E+00,8.7736E+00,2.0345E+03,2.2134E+03,-871.60E+00,0.9192E+00,252.65E+00,8.5244E+00,1.9409E+03,2.1537E+03,-933.47E+00,0.9012E+00,252.80E+00,8.7268E+00,1.9852E+03,2.2061E+03,-962.31E+00,0.8998E+00,252.57E+00,8.6749E+00,5.9606E+03,6.5732E+03,-2.7674E+03,0.9068E+00
  218,2024/12/05,16:24:50,252.55E+00,8.8881E+00,2.0657E+03,2.2447E+03,-878.26E+00,0.9203E+00,252.65E+00,8.5849E+00,1.9553E+03,2.1690E+03,-938.82E+00,0.9015E+00,252.72E+00,8.8401E+00,2.0158E+03,2.2341E+03,-963.14E+00,0.9023E+00,252.64E+00,8.7711E+00,6.0368E+03,6.6477E+03,-2.7802E+03,0.9081E+00
  219,2024/12/05,16:24:50,252.21E+00,8.8434E+00,2.0501E+03,2.2304E+03,-878.41E+00,0.9192E+00,252.79E+00,8.5963E+00,1.9613E+03,2.1731E+03,-935.68E+00,0.9026E+00,252.83E+00,8.8340E+00,2.0147E+03,2.2335E+03,-964.09E+00,0.9020E+00,252.61E+00,8.7579E+00,6.0262E+03,6.6370E+03,-2.7782E+03,0.9080E+00
  220,2024/12/05,16:24:50,252.54E+00,8.8803E+00,2.0613E+03,2.2426E+03,-883.45E+00,0.9191E+00,252.59E+00,8.5954E+00,1.9579E+03,2.1711E+03,-938.25E+00,0.9018E+00,252.83E+00,8.8369E+00,2.0157E+03,2.2342E+03,-963.81E+00,0.9022E+00,252.65E+00,8.7709E+00,6.0349E+03,6.6480E+03,-2.7855E+03,0.9078E+00
  221,2024/12/05,16:24:50,252.21E+00,8.8796E+00,2.0578E+03,2.2396E+03,-883.86E+00,0.9188E+00,252.30E+00,8.5741E+00,1.9497E+03,2.1633E+03,-937.26E+00,0.9013E+00,252.69E+00,8.8276E+00,2.0122E+03,2.2307E+03,-962.67E+00,0.9021E+00,252.40E+00,8.7605E+00,6.0197E+03,6.6335E+03,-2.7838E+03,0.9075E+00
  222,2024/12/05,16:24:50,252.57E+00,8.8948E+00,2.0672E+03,2.2466E+03,-879.69E+00,0.9202E+00,252.66E+00,8.6422E+00,1.9668E+03,2.1835E+03,-948.51E+00,0.9007E+00,252.64E+00,8.8874E+00,2.0252E+03,2.2453E+03,-969.51E+00,0.9020E+00,252.62E+00,8.8081E+00,6.0591E+03,6.6754E+03,-2.7977E+03,0.9077E+00
