"Model","WT1800"
"Comment",""
"Version","1.01"
"Date","2024/12/05"
"Time","10:31:22"

"<Settings>"
"Measurement Mode","Normal Mode"
"Sigma","SigmaA"
"Sigma Wiring","3P4W"
"Delta Measure Type","Star->Delta"
"Delta Measure Mode","RMS"
"Element","Element1","Element2","Element3","Element4","Element5","Element6"
"Module","1kV5A","1kV5A","1kV5A","1kV5A","1kV5A","1kV5A"
"Wiring","1P2W","SigmaA(3P4W)","SigmaA(3P4W)","SigmaA(3P4W)","1P2W","1P2W"
"Voltage Range","1.5V","600V","600V","600V","1.5V","1.5V"
"Terminal","Direct","Direct","Direct","Direct","Sensor","Direct"
"Current Range","    10mA","Auto","Auto","Auto","100mV","    10mA"
"Sensor Ratio","100.0000","10.0000","100.0000","10.0000","100.0000","10.0000"
"Line Filter","Off","Off","Off","Off","Off","Off"
"Frequency Filter","Off","Off","Off","Off","Off","Off"
"Scaling","On"
"Vt Ratio","1.0000","1.0000","1.0000","1.0000","1.0000","1.0000"
"Ct Ratio","1.0000","2000.0001","1000.0000","1000.0000","1.0000","1.0000"
"Scaling Factor","1.0000","1.0000","1.0000","1.0000","1.0000","1.0000"
"Sync Source","I1","I2","I3","I4","I5","I6"
"WP Type","Charge/Discharge","Charge/Discharge","Charge/Discharge","Charge/Discharge","Charge/Discharge","Charge/Discharge"
"q Mode","dc","dc","dc","dc","dc","dc"
"Null U","Off","Off","Off","Off","Off","Off"
"Null I","Off","Off","Off","Off","Off","Off"
"Element Independent","On"
"Average","Off"
"F1(EFF)","P(E3)/P(E4)*100","Unit","%"
"F2(P-loss)","Off"
"F3(U-ripple)","Off"
"F4(I-ripple)","Off"
"F5(D-UrmsR)","Off"
"F6(D-UrmsS)","Off"
"F7(D-UrmsT)","Off"
"F8(D-UmnR)","Off"
"F9(D-UmnS)","Off"
"F10(D-UmnT)","Off"
"F11(PhiU3-U2)","Off"
"F12(PhiI1-I2)","Off"
"F13(PhiI2-I3)","Off"
"F14(PhiI3-I1)","Off"
"F15(Pp-p)","Off"
"F16(F16)","Off"
"F17(F17)","Off"
"F18(F18)","Off"
"F19(F19)","Off"
"F20(F20)","Off"
"Evt1(Ev1)","Off"
"Evt2(Ev2)","Off"
"Evt3(Ev3)","Off"
"Evt4(Ev4)","Off"
"Evt5(Ev5)","Off"
"Evt6(Ev6)","Off"
"Evt7(Ev7)","Off"
"Evt8(Ev8)","Off"
"S Formula","Urms X Irms"
"S,Q Formula","Type 1"
"PC Formula","IEC76(1976)","0.5000","0.5000"
"Phase Angle","180 degree"
"Update Rate","100ms"
"Crest Factor","3"
"eta1 Formula","P3/P4*100"
"eta2 Formula","P4/P3*100"
"eta3 Formula","Off"
"eta4 Formula","Off"

"<Settings (Harmonics)>"
"Element","Element1","Element2","Element3","Element4","Element5","Element6"
"PLL Source","U4","U4","U4","U4","U4","U4"
"Order","0 To 40","0 To 40","0 To 40","0 To 40","0 To 40","0 To 40"
"THD Formula","Total","Total","Total","Total","Total","Total"

"Store No.","Date","Time","Urms-E2[V]","Irms-E2[A]","P-E2[W]","S-E2[VA]","Q-E2[var]","PF-E2","Urms-E3[V]","Irms-E3[A]","P-E3[W]","S-E3[VA]","Q-E3[var]","PF-E3","Urms-E4[V]","Irms-E4[A]","P-E4[W]","S-E4[VA]","Q-E4[var]","PF-E4","Urms-SigA[V]","Irms-SigA[A]","P-SigA[W]","S-SigA[VA]","Q-SigA[var]","PF-SigA"
  227,2024/12/05,10:29:42,207.41E+00,10.913E+00,2.0291E+03,2.2635E+03,1.0031E+03,0.8964E+00,207.46E+00,10.589E+00,2.0001E+03,2.1967E+03,908.38E+00,0.9105E+00,207.30E+00,10.477E+00,1.9808E+03,2.1718E+03,890.53E+00,0.9121E+00,207.39E+00,10.660E+00,6.0101E+03,6.6321E+03,2.8020E+03,0.9062E+00
  228,2024/12/05,10:29:42,207.38E+00,10.910E+00,2.0279E+03,2.2626E+03,1.0034E+03,0.8963E+00,207.51E+00,10.585E+00,2.0006E+03,2.1965E+03,906.83E+00,0.9108E+00,207.37E+00,10.485E+00,1.9837E+03,2.1743E+03,890.04E+00,0.9124E+00,207.42E+00,10.660E+00,6.0123E+03,6.6334E+03,2.8002E+03,0.9064E+00
  229,2024/12/05,10:29:42,207.40E+00,10.903E+00,2.0268E+03,2.2612E+03,1.0025E+03,0.8964E+00,207.45E+00,10.592E+00,2.0013E+03,2.1973E+03,906.98E+00,0.9108E+00,207.34E+00,10.482E+00,1.9837E+03,2.1734E+03,888.03E+00,0.9127E+00,207.40E+00,10.659E+00,6.0119E+03,6.6319E+03,2.7975E+03,0.9065E+00
  230,2024/12/05,10:29:42,207.28E+00,10.892E+00,2.0237E+03,2.2576E+03,1.0008E+03,0.8964E+00,207.51E+00,10.600E+00,2.0026E+03,2.1997E+03,910.11E+00,0.9104E+00,207.38E+00,10.482E+00,1.9838E+03,2.1738E+03,888.67E+00,0.9126E+00,207.39E+00,10.658E+00,6.0101E+03,6.6311E+03,2.7996E+03,0.9063E+00
  231,2024/12/05,10:29:42,207.41E+00,10.907E+00,2.0284E+03,2.2622E+03,1.0016E+03,0.8966E+00,207.45E+00,10.593E+00,2.0013E+03,2.1976E+03,907.87E+00,0.9107E+00,207.30E+00,10.478E+00,1.9820E+03,2.1722E+03,888.78E+00,0.9125E+00,207.39E+00,10.660E+00,6.0118E+03,6.6320E+03,2.7983E+03,0.9065E+00
  232,2024/12/05,10:29:42,207.31E+00,10.903E+00,2.0250E+03,2.2602E+03,1.0039E+03,0.8959E+00,207.37E+00,10.582E+00,1.9983E+03,2.1943E+03,906.46E+00,0.9107E+00,207.38E+00,10.483E+00,1.9839E+03,2.1740E+03,889.19E+00,0.9125E+00,207.35E+00,10.656E+00,6.0072E+03,6.6285E+03,2.7996E+03,0.9063E+00
  233,2024/12/05,10:29:42,207.30E+00,10.900E+00,2.0241E+03,2.2596E+03,1.0043E+03,0.8958E+00,207.46E+00,10.584E+00,1.9992E+03,2.1957E+03,907.81E+00,0.9105E+00,207.38E+00,10.485E+00,1.9840E+03,2.1744E+03,889.82E+00,0.9124E+00,207.38E+00,10.656E+00,6.0073E+03,6.6296E+03,2.8019E+03,0.9061E+00
  234,2024/12/05,10:29:42,207.32E+00,10.903E+00,2.0257E+03,2.2604E+03,1.0030E+03,0.8962E+00,207.42E+00,10.588E+00,1.9994E+03,2.1961E+03,908.60E+00,0.9104E+00,207.38E+00,10.488E+00,1.9851E+03,2.1750E+03,888.62E+00,0.9127E+00,207.37E+00,10.660E+00,6.0102E+03,6.6315E+03,2.8003E+03,0.9063E+00
  235,2024/12/05,10:29:43,207.28E+00,10.891E+00,2.0227E+03,2.2575E+03,1.0025E+03,0.8960E+00,207.51E+00,10.590E+00,2.0009E+03,2.1976E+03,908.75E+00,0.9105E+00,207.38E+00,10.478E+00,1.9828E+03,2.1728E+03,888.50E+00,0.9126E+00,207.39E+00,10.653E+00,6.0064E+03,6.6279E+03,2.7998E+03,0.9062E+00
  236,2024/12/05,10:29:43,207.37E+00,10.933E+00,2.0311E+03,2.2671E+03,1.0071E+03,0.8959E+00,207.47E+00,10.627E+00,2.0075E+03,2.2048E+03,911.65E+00,0.9105E+00,207.42E+00,10.509E+00,1.9899E+03,2.1797E+03,889.47E+00,0.9129E+00,207.42E+00,10.689E+00,6.0285E+03,6.6515E+03,2.8083E+03,0.9063E+00
  237,2024/12/05,10:29:43,207.28E+00,10.923E+00,2.0278E+03,2.2641E+03,1.0071E+03,0.8956E+00,207.42E+00,10.609E+00,2.0032E+03,2.2004E+03,910.39E+00,0.9104E+00,207.42E+00,10.513E+00,1.9899E+03,2.1807E+03,891.95E+00,0.9125E+00,207.37E+00,10.682E+00,6.0209E+03,6.6451E+03,2.8094E+03,0.9061E+00
  238,2024/12/05,10:29:43,207.32E+00,10.928E+00,2.0292E+03,2.2655E+03,1.0074E+03,0.8957E+00,207.46E+00,10.601E+00,2.0021E+03,2.1993E+03,910.08E+00,0.9104E+00,207.25E+00,10.494E+00,1.9835E+03,2.1749E+03,892.18E+00,0.9120E+00,207.34E+00,10.674E+00,6.0148E+03,6.6397E+03,2.8097E+03,0.9059E+00
  239,2024/12/05,10:29:43,207.27E+00,10.930E+00,2.0291E+03,2.2655E+03,1.0077E+03,0.8956E+00,207.46E+00,10.614E+00,2.0049E+03,2.2019E+03,910.18E+00,0.9106E+00,207.34E+00,10.504E+00,1.9869E+03,2.1779E+03,891.90E+00,0.9123E+00,207.36E+00,10.682E+00,6.0209E+03,6.6453E+03,2.8098E+03,0.9060E+00
  240,2024/12/05,10:29:43,207.31E+00,10.927E+00,2.0290E+03,2.2652E+03,1.0071E+03,0.8957E+00,207.41E+00,10.613E+00,2.0038E+03,2.2013E+03,911.36E+00,0.9103E+00,207.42E+00,10.508E+00,1.9891E+03,2.1795E+03,890.89E+00,0.9126E+00,207.38E+00,10.683E+00,6.0220E+03,6.6461E+03,2.8093E+03,0.9061E+00
  241,2024/12/05,10:29:43,207.27E+00,10.926E+00,2.0286E+03,2.2647E+03,1.0069E+03,0.8957E+00,207.47E+00,10.621E+00,2.0049E+03,2.2035E+03,914.23E+00,0.9099E+00,207.35E+00,10.502E+00,1.9870E+03,2.1776E+03,890.98E+00,0.9125E+00,207.36E+00,10.683E+00,6.0205E+03,6.6459E+03,2.8121E+03,0.9059E+00
  242,2024/12/05,10:29:43,207.33E+00,10.927E+00,2.0289E+03,2.2654E+03,1.0077E+03,0.8956E+00,207.41E+00,10.607E+00,2.0022E+03,2.1999E+03,911.46E+00,0.9101E+00,207.42E+00,10.520E+00,1.9911E+03,2.1821E+03,892.79E+00,0.9125E+00,207.38E+00,10.685E+00,6.0222E+03,6.6474E+03,2.8119E+03,0.9060E+00
  243,2024/12/05,10:29:43,207.31E+00,10.933E+00,2.0301E+03,2.2665E+03,1.0078E+03,0.8957E+00,207.51E+00,10.614E+00,2.0051E+03,2.2025E+03,911.37E+00,0.9104E+00,207.26E+00,10.500E+00,1.9838E+03,2.1763E+03,894.90E+00,0.9115E+00,207.36E+00,10.683E+00,6.0190E+03,6.6453E+03,2.8140E+03,0.9058E+00
  244,2024/12/05,10:29:43,207.27E+00,10.932E+00,2.0267E+03,2.2658E+03,1.0131E+03,0.8945E+00,207.47E+00,10.607E+00,2.0039E+03,2.2007E+03,909.61E+00,0.9106E+00,207.38E+00,10.505E+00,1.9876E+03,2.1785E+03,891.77E+00,0.9124E+00,207.37E+00,10.681E+00,6.0182E+03,6.6450E+03,2.8145E+03,0.9057E+00
  245,2024/12/05,10:29:44,207.24E+00,10.923E+00,2.0263E+03,2.2637E+03,1.0092E+03,0.8951E+00,207.47E+00,10.609E+00,2.0035E+03,2.2011E+03,911.58E+00,0.9102E+00,207.33E+00,10.501E+00,1.9860E+03,2.1771E+03,891.99E+00,0.9122E+00,207.35E+00,10.678E+00,6.0157E+03,6.6419E+03,2.8128E+03,0.9057E+00
  246,2024/12/05,10:29:44,207.33E+00,10.914E+00,2.0259E+03,2.2628E+03,1.0080E+03,0.8953E+00,207.37E+00,10.613E+00,2.0029E+03,2.2008E+03,912.06E+00,0.9101E+00,207.31E+00,10.492E+00,1.9845E+03,2.1750E+03,890.24E+00,0.9124E+00,207.34E+00,10.673E+00,6.0133E+03,6.6386E+03,2.8103E+03,0.9058E+00
  247,2024/12/05,10:29:44,207.25E+00,10.923E+00,2.0269E+03,2.2638E+03,1.0081E+03,0.8954E+00,207.46E+00,10.619E+00,2.0053E+03,2.2029E+03,911.97E+00,0.9103E+00,207.24E+00,10.509E+00,1.9868E+03,2.1780E+03,892.36E+00,0.9122E+00,207.31E+00,10.684E+00,6.0189E+03,6.6446E+03,2.8125E+03,0.9058E+00
  248,2024/12/05,10:29:44,207.34E+00,10.934E+00,2.0302E+03,2.2670E+03,1.0086E+03,0.8956E+00,207.51E+00,10.610E+00,2.0044E+03,2.2016E+03,910.72E+00,0.9104E+00,207.33E+00,10.505E+00,1.9864E+03,2.1781E+03,893.49E+00,0.9120E+00,207.39E+00,10.683E+00,6.0210E+03,6.6466E+03,2.8129E+03,0.9059E+00
  249,2024/12/05,10:29:44,207.37E+00,10.937E+00,2.0311E+03,2.2679E+03,1.0092E+03,0.8955E+00,207.47E+00,10.617E+00,2.0056E+03,2.2026E+03,910.63E+00,0.9105E+00,207.29E+00,10.507E+00,1.9865E+03,2.1781E+03,893.32E+00,0.9120E+00,207.38E+00,10.687E+00,6.0231E+03,6.6487E+03,2.8131E+03,0.9059E+00
  250,2024/12/05,10:29:44,207.39E+00,10.933E+00,2.0311E+03,2.2674E+03,1.0080E+03,0.8958E+00,207.45E+00,10.624E+00,2.0064E+03,2.2039E+03,911.88E+00,0.9104E+00,207.29E+00,10.507E+00,1.9870E+03,2.1779E+03,891.76E+00,0.9123E+00,207.38E+00,10.688E+00,6.0245E+03,6.6493E+03,2.8116E+03,0.9060E+00
  251,2024/12/05,10:29:44,207.27E+00,10.929E+00,2.0288E+03,2.2654E+03,1.0078E+03,0.8956E+00,207.47E+00,10.619E+00,2.0055E+03,2.2031E+03,912.04E+00,0.9103E+00,207.34E+00,10.506E+00,1.9873E+03,2.1783E+03,891.98E+00,0.9123E+00,207.36E+00,10.685E+00,6.0217E+03,6.6468E+03,2.8118E+03,0.9059E+00
  252,2024/12/05,10:29:44,207.29E+00,10.931E+00,2.0293E+03,2.2658E+03,1.0079E+03,0.8956E+00,207.46E+00,10.616E+00,2.0052E+03,2.2025E+03,911.00E+00,0.9104E+00,207.38E+00,10.510E+00,1.9890E+03,2.1796E+03,891.31E+00,0.9126E+00,207.37E+00,10.686E+00,6.0235E+03,6.6478E+03,2.8102E+03,0.9061E+00
  253,2024/12/05,10:29:44,207.37E+00,10.934E+00,2.0312E+03,2.2673E+03,1.0074E+03,0.8959E+00,207.46E+00,10.612E+00,2.0045E+03,2.2017E+03,910.62E+00,0.9105E+00,207.37E+00,10.514E+00,1.9889E+03,2.1803E+03,893.31E+00,0.9122E+00,207.40E+00,10.687E+00,6.0247E+03,6.6494E+03,2.8114E+03,0.9061E+00
  254,2024/12/05,10:29:44,207.28E+00,10.929E+00,2.0285E+03,2.2653E+03,1.0082E+03,0.8955E+00,207.51E+00,10.604E+00,2.0036E+03,2.2005E+03,909.83E+00,0.9105E+00,207.37E+00,10.515E+00,1.9895E+03,2.1804E+03,892.30E+00,0.9124E+00,207.39E+00,10.683E+00,6.0216E+03,6.6462E+03,2.8104E+03,0.9060E+00
  255,2024/12/05,10:29:45,207.31E+00,10.931E+00,2.0302E+03,2.2661E+03,1.0068E+03,0.8959E+00,207.46E+00,10.613E+00,2.0048E+03,2.2017E+03,910.07E+00,0.9106E+00,207.35E+00,10.509E+00,1.9884E+03,2.1789E+03,891.08E+00,0.9126E+00,207.37E+00,10.684E+00,6.0234E+03,6.6468E+03,2.8079E+03,0.9062E+00
  256,2024/12/05,10:29:45,207.28E+00,10.882E+00,2.0213E+03,2.2557E+03,1.0013E+03,0.8961E+00,207.51E+00,10.599E+00,2.0025E+03,2.1993E+03,909.26E+00,0.9105E+00,207.38E+00,10.482E+00,1.9836E+03,2.1737E+03,889.09E+00,0.9125E+00,207.39E+00,10.654E+00,6.0074E+03,6.6288E+03,2.7997E+03,0.9063E+00
  257,2024/12/05,10:29:45,207.39E+00,10.912E+00,2.0284E+03,2.2631E+03,1.0035E+03,0.8963E+00,207.45E+00,10.605E+00,2.0029E+03,2.2000E+03,910.09E+00,0.9104E+00,207.42E+00,10.501E+00,1.9882E+03,2.1781E+03,889.38E+00,0.9128E+00,207.42E+00,10.673E+00,6.0196E+03,6.6411E+03,2.8029E+03,0.9064E+00
  258,2024/12/05,10:29:45,207.31E+00,10.912E+00,2.0274E+03,2.2621E+03,1.0034E+03,0.8962E+00,207.46E+00,10.600E+00,2.0026E+03,2.1991E+03,908.81E+00,0.9106E+00,207.38E+00,10.500E+00,1.9868E+03,2.1774E+03,890.90E+00,0.9125E+00,207.38E+00,10.671E+00,6.0168E+03,6.6387E+03,2.8031E+03,0.9063E+00
  259,2024/12/05,10:29:45,207.46E+00,10.927E+00,2.0317E+03,2.2668E+03,1.0052E+03,0.8963E+00,207.46E+00,10.586E+00,1.9997E+03,2.1962E+03,908.13E+00,0.9105E+00,207.42E+00,10.496E+00,1.9866E+03,2.1770E+03,890.45E+00,0.9125E+00,207.45E+00,10.670E+00,6.0180E+03,6.6401E+03,2.8038E+03,0.9063E+00
  260,2024/12/05,10:29:45,207.37E+00,10.935E+00,2.0326E+03,2.2675E+03,1.0051E+03,0.8964E+00,207.46E+00,10.597E+00,2.0026E+03,2.1984E+03,907.05E+00,0.9109E+00,207.29E+00,10.490E+00,1.9840E+03,2.1745E+03,890.12E+00,0.9124E+00,207.37E+00,10.674E+00,6.0191E+03,6.6404E+03,2.8023E+03,0.9064E+00
  261,2024/12/05,10:29:45,207.38E+00,10.907E+00,2.0273E+03,2.2618E+03,1.0030E+03,0.8963E+00,207.50E+00,10.610E+00,2.0050E+03,2.2017E+03,909.61E+00,0.9107E+00,207.38E+00,10.492E+00,1.9859E+03,2.1758E+03,889.03E+00,0.9127E+00,207.42E+00,10.670E+00,6.0182E+03,6.6393E+03,2.8016E+03,0.9064E+00
  262,2024/12/05,10:29:45,207.37E+00,10.906E+00,2.0274E+03,2.2616E+03,1.0023E+03,0.8964E+00,207.46E+00,10.593E+00,2.0006E+03,2.1976E+03,909.51E+00,0.9103E+00,207.42E+00,10.495E+00,1.9868E+03,2.1769E+03,889.67E+00,0.9127E+00,207.41E+00,10.665E+00,6.0148E+03,6.6362E+03,2.8015E+03,0.9064E+00
  263,2024/12/05,10:29:45,207.42E+00,10.921E+00,2.0308E+03,2.2652E+03,1.0035E+03,0.8965E+00,207.41E+00,10.595E+00,2.0010E+03,2.1976E+03,908.48E+00,0.9105E+00,207.37E+00,10.494E+00,1.9856E+03,2.1761E+03,890.25E+00,0.9125E+00,207.40E+00,10.670E+00,6.0175E+03,6.6389E+03,2.8022E+03,0.9064E+00
  264,2024/12/05,10:29:45,207.41E+00,10.921E+00,2.0311E+03,2.2651E+03,1.0026E+03,0.8967E+00,207.42E+00,10.589E+00,2.0001E+03,2.1964E+03,907.62E+00,0.9106E+00,207.37E+00,10.491E+00,1.9848E+03,2.1755E+03,890.54E+00,0.9124E+00,207.40E+00,10.667E+00,6.0160E+03,6.6369E+03,2.8007E+03,0.9064E+00
  265,2024/12/05,10:29:46,207.42E+00,10.920E+00,2.0308E+03,2.2650E+03,1.0031E+03,0.8966E+00,207.41E+00,10.591E+00,2.0005E+03,2.1967E+03,907.35E+00,0.9107E+00,207.34E+00,10.489E+00,1.9843E+03,2.1747E+03,889.95E+00,0.9124E+00,207.39E+00,10.667E+00,6.0156E+03,6.6364E+03,2.8004E+03,0.9065E+00
  266,2024/12/05,10:29:46,207.45E+00,10.940E+00,2.0356E+03,2.2694E+03,1.0032E+03,0.8970E+00,207.42E+00,10.622E+00,2.0061E+03,2.2032E+03,910.65E+00,0.9106E+00,207.34E+00,10.513E+00,1.9893E+03,2.1799E+03,891.25E+00,0.9126E+00,207.40E+00,10.692E+00,6.0311E+03,6.6524E+03,2.8051E+03,0.9066E+00
  267,2024/12/05,10:29:46,207.47E+00,10.925E+00,2.0333E+03,2.2666E+03,1.0015E+03,0.8971E+00,207.45E+00,10.610E+00,2.0041E+03,2.2012E+03,910.45E+00,0.9104E+00,207.34E+00,10.500E+00,1.9864E+03,2.1770E+03,890.87E+00,0.9124E+00,207.42E+00,10.678E+00,6.0237E+03,6.6447E+03,2.8028E+03,0.9065E+00
  268,2024/12/05,10:29:46,207.43E+00,10.932E+00,2.0333E+03,2.2677E+03,1.0041E+03,0.8966E+00,207.42E+00,10.607E+00,2.0035E+03,2.2001E+03,909.09E+00,0.9106E+00,207.37E+00,10.510E+00,1.9891E+03,2.1795E+03,890.85E+00,0.9126E+00,207.41E+00,10.683E+00,6.0259E+03,6.6473E+03,2.8040E+03,0.9065E+00
  269,2024/12/05,10:29:46,207.40E+00,10.935E+00,2.0339E+03,2.2680E+03,1.0035E+03,0.8968E+00,207.46E+00,10.615E+00,2.0057E+03,2.2022E+03,909.36E+00,0.9108E+00,207.34E+00,10.508E+00,1.9873E+03,2.1788E+03,893.17E+00,0.9121E+00,207.40E+00,10.686E+00,6.0269E+03,6.6490E+03,2.8061E+03,0.9064E+00
  270,2024/12/05,10:29:46,207.32E+00,10.931E+00,2.0320E+03,2.2663E+03,1.0036E+03,0.8966E+00,207.45E+00,10.602E+00,2.0030E+03,2.1995E+03,908.71E+00,0.9107E+00,207.33E+00,10.505E+00,1.9869E+03,2.1780E+03,892.19E+00,0.9123E+00,207.37E+00,10.680E+00,6.0219E+03,6.6438E+03,2.8045E+03,0.9064E+00
  271,2024/12/05,10:29:46,207.41E+00,10.930E+00,2.0328E+03,2.2670E+03,1.0035E+03,0.8967E+00,207.43E+00,10.610E+00,2.0041E+03,2.2008E+03,909.31E+00,0.9106E+00,207.33E+00,10.510E+00,1.9885E+03,2.1790E+03,891.08E+00,0.9126E+00,207.39E+00,10.683E+00,6.0254E+03,6.6468E+03,2.8039E+03,0.9065E+00
  272,2024/12/05,10:29:46,207.41E+00,10.924E+00,2.0331E+03,2.2658E+03,1.0002E+03,0.8973E+00,207.51E+00,10.620E+00,2.0065E+03,2.2037E+03,911.18E+00,0.9105E+00,207.38E+00,10.506E+00,1.9885E+03,2.1788E+03,890.68E+00,0.9126E+00,207.44E+00,10.683E+00,6.0281E+03,6.6484E+03,2.8020E+03,0.9067E+00
  273,2024/12/05,10:29:46,207.42E+00,10.927E+00,2.0326E+03,2.2664E+03,1.0025E+03,0.8969E+00,207.42E+00,10.611E+00,2.0038E+03,2.2010E+03,910.44E+00,0.9104E+00,207.37E+00,10.512E+00,1.9893E+03,2.1798E+03,891.25E+00,0.9126E+00,207.40E+00,10.683E+00,6.0258E+03,6.6472E+03,2.8042E+03,0.9065E+00
  274,2024/12/05,10:29:46,207.39E+00,10.931E+00,2.0326E+03,2.2671E+03,1.0039E+03,0.8966E+00,207.42E+00,10.612E+00,2.0043E+03,2.2011E+03,909.93E+00,0.9106E+00,207.42E+00,10.517E+00,1.9905E+03,2.1814E+03,892.37E+00,0.9125E+00,207.41E+00,10.687E+00,6.0274E+03,6.6496E+03,2.8062E+03,0.9064E+00
  275,2024/12/05,10:29:47,207.36E+00,10.943E+00,2.0346E+03,2.2690E+03,1.0045E+03,0.8967E+00,207.47E+00,10.606E+00,2.0040E+03,2.2005E+03,908.84E+00,0.9107E+00,207.37E+00,10.508E+00,1.9881E+03,2.1790E+03,892.05E+00,0.9124E+00,207.40E+00,10.686E+00,6.0267E+03,6.6485E+03,2.8054E+03,0.9065E+00
  276,2024/12/05,10:29:47,207.35E+00,10.930E+00,2.0321E+03,2.2664E+03,1.0037E+03,0.8966E+00,207.46E+00,10.618E+00,2.0061E+03,2.2027E+03,909.57E+00,0.9108E+00,207.38E+00,10.518E+00,1.9904E+03,2.1811E+03,891.95E+00,0.9126E+00,207.40E+00,10.688E+00,6.0286E+03,6.6502E+03,2.8052E+03,0.9065E+00
  277,2024/12/05,10:29:47,207.36E+00,10.917E+00,2.0293E+03,2.2638E+03,1.0034E+03,0.8964E+00,207.46E+00,10.620E+00,2.0056E+03,2.2032E+03,912.06E+00,0.9103E+00,207.34E+00,10.491E+00,1.9852E+03,2.1753E+03,889.26E+00,0.9126E+00,207.39E+00,10.676E+00,6.0201E+03,6.6423E+03,2.8047E+03,0.9063E+00
  278,2024/12/05,10:29:47,207.37E+00,10.936E+00,2.0338E+03,2.2677E+03,1.0029E+03,0.8969E+00,207.46E+00,10.608E+00,2.0035E+03,2.2008E+03,910.66E+00,0.9104E+00,207.37E+00,10.509E+00,1.9889E+03,2.1793E+03,890.79E+00,0.9126E+00,207.40E+00,10.684E+00,6.0262E+03,6.6477E+03,2.8043E+03,0.9065E+00
  279,2024/12/05,10:29:47,207.35E+00,10.916E+00,2.0292E+03,2.2634E+03,1.0025E+03,0.8966E+00,207.41E+00,10.605E+00,2.0027E+03,2.1995E+03,909.38E+00,0.9105E+00,207.42E+00,10.514E+00,1.9904E+03,2.1809E+03,891.32E+00,0.9127E+00,207.39E+00,10.678E+00,6.0224E+03,6.6438E+03,2.8032E+03,0.9065E+00
  280,2024/12/05,10:29:47,207.41E+00,10.918E+00,2.0293E+03,2.2646E+03,1.0052E+03,0.8961E+00,207.46E+00,10.599E+00,2.0020E+03,2.1988E+03,909.10E+00,0.9105E+00,207.33E+00,10.504E+00,1.9871E+03,2.1778E+03,891.05E+00,0.9125E+00,207.40E+00,10.674E+00,6.0185E+03,6.6412E+03,2.8053E+03,0.9062E+00
  281,2024/12/05,10:29:47,207.38E+00,10.933E+00,2.0322E+03,2.2674E+03,1.0055E+03,0.8963E+00,207.45E+00,10.605E+00,2.0033E+03,2.2000E+03,909.09E+00,0.9106E+00,207.42E+00,10.510E+00,1.9898E+03,2.1800E+03,890.56E+00,0.9128E+00,207.42E+00,10.683E+00,6.0254E+03,6.6474E+03,2.8052E+03,0.9064E+00
  282,2024/12/05,10:29:47,207.32E+00,10.916E+00,2.0289E+03,2.2630E+03,1.0024E+03,0.8966E+00,207.42E+00,10.612E+00,2.0037E+03,2.2011E+03,911.02E+00,0.9103E+00,207.42E+00,10.506E+00,1.9889E+03,2.1791E+03,890.52E+00,0.9127E+00,207.38E+00,10.678E+00,6.0215E+03,6.6432E+03,2.8039E+03,0.9064E+00
  283,2024/12/05,10:29:47,207.38E+00,10.922E+00,2.0307E+03,2.2651E+03,1.0034E+03,0.8965E+00,207.46E+00,10.612E+00,2.0043E+03,2.2016E+03,910.79E+00,0.9104E+00,207.34E+00,10.498E+00,1.9861E+03,2.1766E+03,890.34E+00,0.9125E+00,207.39E+00,10.677E+00,6.0212E+03,6.6432E+03,2.8045E+03,0.9064E+00
  284,2024/12/05,10:29:47,207.32E+00,10.922E+00,2.0289E+03,2.2643E+03,1.0053E+03,0.8960E+00,207.46E+00,10.611E+00,2.0042E+03,2.2014E+03,910.59E+00,0.9104E+00,207.42E+00,10.510E+00,1.9894E+03,2.1799E+03,891.31E+00,0.9126E+00,207.40E+00,10.681E+00,6.0226E+03,6.6457E+03,2.8072E+03,0.9062E+00
  285,2024/12/05,10:29:48,207.37E+00,10.933E+00,2.0315E+03,2.2673E+03,1.0066E+03,0.8960E+00,207.51E+00,10.608E+00,2.0045E+03,2.2012E+03,909.63E+00,0.9106E+00,207.37E+00,10.506E+00,1.9875E+03,2.1787E+03,892.65E+00,0.9122E+00,207.42E+00,10.682E+00,6.0235E+03,6.6472E+03,2.8089E+03,0.9062E+00
  286,2024/12/05,10:29:48,207.44E+00,10.932E+00,2.0321E+03,2.2677E+03,1.0066E+03,0.8961E+00,207.45E+00,10.608E+00,2.0036E+03,2.2008E+03,910.51E+00,0.9104E+00,207.29E+00,10.497E+00,1.9849E+03,2.1759E+03,891.55E+00,0.9122E+00,207.39E+00,10.679E+00,6.0205E+03,6.6444E+03,2.8086E+03,0.9061E+00
  287,2024/12/05,10:29:48,207.36E+00,10.902E+00,2.0259E+03,2.2607E+03,1.0032E+03,0.8962E+00,207.46E+00,10.589E+00,2.0006E+03,2.1969E+03,907.62E+00,0.9107E+00,207.37E+00,10.484E+00,1.9839E+03,2.1741E+03,889.22E+00,0.9125E+00,207.40E+00,10.658E+00,6.0104E+03,6.6316E+03,2.8000E+03,0.9063E+00
