"Model","WT1800"
"Comment",""
"Version","1.01"
"Date","2024/12/05"
"Time","15:05:17"

"<Settings>"
"Measurement Mode","Normal Mode"
"Sigma","SigmaA"
"Sigma Wiring","3P4W"
"Delta Measure Type","Star->Delta"
"Delta Measure Mode","RMS"
"Element","Element1","Element2","Element3","Element4","Element5","Element6"
"Module","1kV5A","1kV5A","1kV5A","1kV5A","1kV5A","1kV5A"
"Wiring","1P2W","SigmaA(3P4W)","SigmaA(3P4W)","SigmaA(3P4W)","1P2W","1P2W"
"Voltage Range","1.5V","600V","600V","600V","1.5V","1.5V"
"Terminal","Direct","Direct","Direct","Direct","Sensor","Direct"
"Current Range","    10mA","Auto","Auto","Auto","100mV","    10mA"
"Sensor Ratio","100.0000","10.0000","100.0000","10.0000","100.0000","10.0000"
"Line Filter","Off","Off","Off","Off","Off","Off"
"Frequency Filter","Off","Off","Off","Off","Off","Off"
"Scaling","On"
"Vt Ratio","1.0000","1.0000","1.0000","1.0000","1.0000","1.0000"
"Ct Ratio","1.0000","2000.0001","1000.0000","1000.0000","1.0000","1.0000"
"Scaling Factor","1.0000","1.0000","1.0000","1.0000","1.0000","1.0000"
"Sync Source","I1","I2","I3","I4","I5","I6"
"WP Type","Charge/Discharge","Charge/Discharge","Charge/Discharge","Charge/Discharge","Charge/Discharge","Charge/Discharge"
"q Mode","dc","dc","dc","dc","dc","dc"
"Null U","Off","Off","Off","Off","Off","Off"
"Null I","Off","Off","Off","Off","Off","Off"
"Element Independent","On"
"Average","Off"
"F1(EFF)","P(E3)/P(E4)*100","Unit","%"
"F2(P-loss)","Off"
"F3(U-ripple)","Off"
"F4(I-ripple)","Off"
"F5(D-UrmsR)","Off"
"F6(D-UrmsS)","Off"
"F7(D-UrmsT)","Off"
"F8(D-UmnR)","Off"
"F9(D-UmnS)","Off"
"F10(D-UmnT)","Off"
"F11(PhiU3-U2)","Off"
"F12(PhiI1-I2)","Off"
"F13(PhiI2-I3)","Off"
"F14(PhiI3-I1)","Off"
"F15(Pp-p)","Off"
"F16(F16)","Off"
"F17(F17)","Off"
"F18(F18)","Off"
"F19(F19)","Off"
"F20(F20)","Off"
"Evt1(Ev1)","Off"
"Evt2(Ev2)","Off"
"Evt3(Ev3)","Off"
"Evt4(Ev4)","Off"
"Evt5(Ev5)","Off"
"Evt6(Ev6)","Off"
"Evt7(Ev7)","Off"
"Evt8(Ev8)","Off"
"S Formula","Urms X Irms"
"S,Q Formula","Type 1"
"PC Formula","IEC76(1976)","0.5000","0.5000"
"Phase Angle","180 degree"
"Update Rate","100ms"
"Crest Factor","3"
"eta1 Formula","P3/P4*100"
"eta2 Formula","P4/P3*100"
"eta3 Formula","Off"
"eta4 Formula","Off"

"<Settings (Harmonics)>"
"Element","Element1","Element2","Element3","Element4","Element5","Element6"
"PLL Source","U4","U4","U4","U4","U4","U4"
"Order","0 To 40","0 To 40","0 To 40","0 To 40","0 To 40","0 To 40"
"THD Formula","Total","Total","Total","Total","Total","Total"

"Store No.","Date","Time","Urms-E2[V]","Irms-E2[A]","P-E2[W]","S-E2[VA]","Q-E2[var]","PF-E2","Urms-E3[V]","Irms-E3[A]","P-E3[W]","S-E3[VA]","Q-E3[var]","PF-E3","Urms-E4[V]","Irms-E4[A]","P-E4[W]","S-E4[VA]","Q-E4[var]","PF-E4","Urms-SigA[V]","Irms-SigA[A]","P-SigA[W]","S-SigA[VA]","Q-SigA[var]","PF-SigA"
  172,2024/12/05,15:03:31,206.53E+00,10.312E+00,2.0392E+03,2.1297E+03,-614.22E+00,0.9575E+00,206.59E+00,9.8834E+00,1.9309E+03,2.0418E+03,-663.87E+00,0.9457E+00,206.86E+00,10.213E+00,2.0057E+03,2.1127E+03,-663.83E+00,0.9494E+00,206.66E+00,10.136E+00,5.9758E+03,6.2842E+03,-1.9419E+03,0.9509E+00
  173,2024/12/05,15:03:31,206.66E+00,10.322E+00,2.0426E+03,2.1331E+03,-614.61E+00,0.9576E+00,206.60E+00,9.8773E+00,1.9312E+03,2.0407E+03,-659.41E+00,0.9464E+00,206.86E+00,10.218E+00,2.0072E+03,2.1137E+03,-662.21E+00,0.9497E+00,206.71E+00,10.139E+00,5.9811E+03,6.2874E+03,-1.9362E+03,0.9513E+00
  174,2024/12/05,15:03:31,206.62E+00,10.322E+00,2.0426E+03,2.1329E+03,-613.85E+00,0.9577E+00,206.60E+00,9.8684E+00,1.9279E+03,2.0388E+03,-663.20E+00,0.9456E+00,206.89E+00,10.220E+00,2.0078E+03,2.1144E+03,-662.81E+00,0.9496E+00,206.70E+00,10.137E+00,5.9783E+03,6.2860E+03,-1.9399E+03,0.9510E+00
  175,2024/12/05,15:03:32,206.60E+00,10.301E+00,2.0382E+03,2.1282E+03,-612.51E+00,0.9577E+00,206.54E+00,9.8613E+00,1.9254E+03,2.0367E+03,-664.14E+00,0.9453E+00,206.83E+00,10.205E+00,2.0035E+03,2.1107E+03,-664.10E+00,0.9492E+00,206.65E+00,10.123E+00,5.9670E+03,6.2756E+03,-1.9407E+03,0.9508E+00
  176,2024/12/05,15:03:32,206.60E+00,10.277E+00,2.0343E+03,2.1232E+03,-607.90E+00,0.9581E+00,206.60E+00,9.8485E+00,1.9241E+03,2.0347E+03,-661.66E+00,0.9456E+00,206.82E+00,10.174E+00,1.9972E+03,2.1042E+03,-662.61E+00,0.9491E+00,206.67E+00,10.100E+00,5.9556E+03,6.2621E+03,-1.9322E+03,0.9511E+00
  177,2024/12/05,15:03:32,206.67E+00,10.287E+00,2.0375E+03,2.1261E+03,-607.27E+00,0.9583E+00,206.79E+00,9.8620E+00,1.9294E+03,2.0394E+03,-660.69E+00,0.9461E+00,206.88E+00,10.181E+00,1.9997E+03,2.1063E+03,-661.63E+00,0.9494E+00,206.78E+00,10.110E+00,5.9666E+03,6.2718E+03,-1.9296E+03,0.9513E+00
  178,2024/12/05,15:03:32,206.65E+00,10.286E+00,2.0366E+03,2.1257E+03,-609.06E+00,0.9581E+00,206.80E+00,9.8574E+00,1.9295E+03,2.0385E+03,-657.62E+00,0.9465E+00,206.86E+00,10.187E+00,2.0015E+03,2.1073E+03,-659.26E+00,0.9498E+00,206.77E+00,10.110E+00,5.9676E+03,6.2715E+03,-1.9259E+03,0.9515E+00
  179,2024/12/05,15:03:32,206.62E+00,10.284E+00,2.0363E+03,2.1250E+03,-607.54E+00,0.9583E+00,206.81E+00,9.8495E+00,1.9273E+03,2.0369E+03,-659.26E+00,0.9462E+00,206.90E+00,10.194E+00,2.0031E+03,2.1091E+03,-660.13E+00,0.9498E+00,206.78E+00,10.109E+00,5.9667E+03,6.2710E+03,-1.9269E+03,0.9515E+00
  180,2024/12/05,15:03:32,206.59E+00,10.278E+00,2.0351E+03,2.1233E+03,-605.54E+00,0.9585E+00,206.58E+00,9.8396E+00,1.9222E+03,2.0327E+03,-660.95E+00,0.9457E+00,206.83E+00,10.188E+00,2.0009E+03,2.1071E+03,-660.68E+00,0.9496E+00,206.67E+00,10.102E+00,5.9582E+03,6.2631E+03,-1.9272E+03,0.9513E+00
  181,2024/12/05,15:03:32,206.64E+00,10.292E+00,2.0395E+03,2.1267E+03,-602.56E+00,0.9590E+00,206.79E+00,9.8593E+00,1.9292E+03,2.0388E+03,-659.59E+00,0.9462E+00,206.83E+00,10.173E+00,1.9972E+03,2.1041E+03,-662.16E+00,0.9492E+00,206.75E+00,10.108E+00,5.9659E+03,6.2696E+03,-1.9243E+03,0.9516E+00
  182,2024/12/05,15:03:32,206.64E+00,10.274E+00,2.0370E+03,2.1231E+03,-598.53E+00,0.9594E+00,206.99E+00,9.8697E+00,1.9337E+03,2.0429E+03,-659.09E+00,0.9465E+00,206.82E+00,10.173E+00,1.9974E+03,2.1040E+03,-661.35E+00,0.9493E+00,206.82E+00,10.106E+00,5.9680E+03,6.2700E+03,-1.9190E+03,0.9518E+00
  183,2024/12/05,15:03:32,206.64E+00,10.278E+00,2.0376E+03,2.1239E+03,-599.10E+00,0.9594E+00,206.83E+00,9.8479E+00,1.9282E+03,2.0368E+03,-656.23E+00,0.9467E+00,206.88E+00,10.185E+00,2.0011E+03,2.1072E+03,-660.02E+00,0.9497E+00,206.78E+00,10.104E+00,5.9670E+03,6.2679E+03,-1.9154E+03,0.9520E+00
  184,2024/12/05,15:03:32,206.73E+00,10.279E+00,2.0382E+03,2.1251E+03,-601.42E+00,0.9591E+00,206.86E+00,9.8568E+00,1.9299E+03,2.0390E+03,-657.90E+00,0.9465E+00,206.89E+00,10.185E+00,2.0015E+03,2.1071E+03,-658.63E+00,0.9499E+00,206.83E+00,10.107E+00,5.9697E+03,6.2712E+03,-1.9179E+03,0.9519E+00
  185,2024/12/05,15:03:33,206.66E+00,10.288E+00,2.0400E+03,2.1262E+03,-599.29E+00,0.9595E+00,206.63E+00,9.8521E+00,1.9257E+03,2.0358E+03,-660.40E+00,0.9459E+00,206.85E+00,10.193E+00,2.0029E+03,2.1085E+03,-658.87E+00,0.9499E+00,206.72E+00,10.111E+00,5.9686E+03,6.2704E+03,-1.9186E+03,0.9519E+00
  186,2024/12/05,15:03:33,206.88E+00,10.320E+00,2.0492E+03,2.1350E+03,-599.33E+00,0.9598E+00,206.92E+00,9.9102E+00,1.9408E+03,2.0506E+03,-662.09E+00,0.9464E+00,206.88E+00,10.218E+00,2.0074E+03,2.1138E+03,-662.28E+00,0.9497E+00,206.89E+00,10.149E+00,5.9973E+03,6.2994E+03,-1.9237E+03,0.9520E+00
  187,2024/12/05,15:03:33,206.70E+00,10.304E+00,2.0444E+03,2.1298E+03,-596.86E+00,0.9599E+00,206.80E+00,9.8918E+00,1.9364E+03,2.0456E+03,-659.25E+00,0.9466E+00,206.89E+00,10.204E+00,2.0045E+03,2.1111E+03,-662.45E+00,0.9495E+00,206.79E+00,10.133E+00,5.9854E+03,6.2865E+03,-1.9186E+03,0.9521E+00
  188,2024/12/05,15:03:33,206.63E+00,10.285E+00,2.0398E+03,2.1252E+03,-596.32E+00,0.9598E+00,206.79E+00,9.8855E+00,1.9348E+03,2.0443E+03,-659.88E+00,0.9465E+00,206.92E+00,10.215E+00,2.0079E+03,2.1136E+03,-660.16E+00,0.9500E+00,206.78E+00,10.128E+00,5.9825E+03,6.2831E+03,-1.9164E+03,0.9522E+00
  189,2024/12/05,15:03:33,206.69E+00,10.304E+00,2.0438E+03,2.1297E+03,-598.81E+00,0.9597E+00,206.85E+00,9.8918E+00,1.9379E+03,2.0461E+03,-656.64E+00,0.9471E+00,206.92E+00,10.212E+00,2.0079E+03,2.1130E+03,-658.18E+00,0.9502E+00,206.82E+00,10.136E+00,5.9895E+03,6.2888E+03,-1.9136E+03,0.9524E+00
  190,2024/12/05,15:03:33,206.94E+00,10.310E+00,2.0481E+03,2.1335E+03,-597.65E+00,0.9600E+00,206.85E+00,9.8811E+00,1.9344E+03,2.0439E+03,-660.04E+00,0.9464E+00,206.88E+00,10.219E+00,2.0083E+03,2.1141E+03,-660.43E+00,0.9500E+00,206.89E+00,10.137E+00,5.9907E+03,6.2915E+03,-1.9181E+03,0.9522E+00
  191,2024/12/05,15:03:33,206.69E+00,10.301E+00,2.0442E+03,2.1291E+03,-595.17E+00,0.9601E+00,207.01E+00,9.9094E+00,1.9412E+03,2.0513E+03,-662.95E+00,0.9463E+00,206.84E+00,10.209E+00,2.0058E+03,2.1117E+03,-660.32E+00,0.9499E+00,206.84E+00,10.140E+00,5.9912E+03,6.2920E+03,-1.9184E+03,0.9522E+00
  192,2024/12/05,15:03:33,206.77E+00,10.304E+00,2.0458E+03,2.1305E+03,-594.99E+00,0.9602E+00,206.90E+00,9.8991E+00,1.9389E+03,2.0481E+03,-659.89E+00,0.9467E+00,206.89E+00,10.208E+00,2.0054E+03,2.1120E+03,-662.62E+00,0.9495E+00,206.85E+00,10.137E+00,5.9900E+03,6.2907E+03,-1.9175E+03,0.9522E+00
  193,2024/12/05,15:03:33,206.75E+00,10.301E+00,2.0445E+03,2.1296E+03,-596.17E+00,0.9600E+00,207.01E+00,9.8998E+00,1.9404E+03,2.0494E+03,-659.30E+00,0.9468E+00,206.88E+00,10.204E+00,2.0050E+03,2.1109E+03,-660.33E+00,0.9498E+00,206.88E+00,10.135E+00,5.9899E+03,6.2900E+03,-1.9158E+03,0.9523E+00
  194,2024/12/05,15:03:33,206.74E+00,10.307E+00,2.0447E+03,2.1309E+03,-599.72E+00,0.9596E+00,206.96E+00,9.8977E+00,1.9396E+03,2.0484E+03,-658.53E+00,0.9469E+00,206.90E+00,10.217E+00,2.0084E+03,2.1139E+03,-659.27E+00,0.9501E+00,206.86E+00,10.141E+00,5.9928E+03,6.2931E+03,-1.9175E+03,0.9523E+00
  195,2024/12/05,15:03:34,206.63E+00,10.297E+00,2.0416E+03,2.1276E+03,-598.74E+00,0.9596E+00,206.90E+00,9.8807E+00,1.9351E+03,2.0443E+03,-659.16E+00,0.9466E+00,206.88E+00,10.214E+00,2.0073E+03,2.1130E+03,-659.87E+00,0.9500E+00,206.80E+00,10.130E+00,5.9841E+03,6.2849E+03,-1.9178E+03,0.9521E+00
  196,2024/12/05,15:03:34,206.74E+00,10.325E+00,2.0493E+03,2.1347E+03,-597.59E+00,0.9600E+00,206.84E+00,9.9023E+00,1.9386E+03,2.0482E+03,-660.99E+00,0.9465E+00,206.93E+00,10.236E+00,2.0119E+03,2.1181E+03,-662.39E+00,0.9498E+00,206.84E+00,10.154E+00,5.9998E+03,6.3010E+03,-1.9210E+03,0.9522E+00
  197,2024/12/05,15:03:34,206.95E+00,10.333E+00,2.0527E+03,2.1383E+03,-598.98E+00,0.9600E+00,206.85E+00,9.9131E+00,1.9410E+03,2.0505E+03,-661.21E+00,0.9466E+00,206.88E+00,10.229E+00,2.0093E+03,2.1163E+03,-664.36E+00,0.9494E+00,206.89E+00,10.158E+00,6.0030E+03,6.3051E+03,-1.9246E+03,0.9521E+00
  198,2024/12/05,15:03:34,206.73E+00,10.312E+00,2.0466E+03,2.1319E+03,-597.02E+00,0.9600E+00,206.86E+00,9.9106E+00,1.9410E+03,2.0501E+03,-659.64E+00,0.9468E+00,206.90E+00,10.228E+00,2.0099E+03,2.1162E+03,-662.34E+00,0.9498E+00,206.83E+00,10.150E+00,5.9975E+03,6.2982E+03,-1.9190E+03,0.9523E+00
  199,2024/12/05,15:03:34,206.62E+00,10.308E+00,2.0429E+03,2.1298E+03,-602.16E+00,0.9592E+00,206.91E+00,9.9160E+00,1.9424E+03,2.0517E+03,-660.64E+00,0.9467E+00,206.94E+00,10.230E+00,2.0112E+03,2.1170E+03,-660.75E+00,0.9500E+00,206.82E+00,10.151E+00,5.9966E+03,6.2985E+03,-1.9235E+03,0.9521E+00
  200,2024/12/05,15:03:34,206.79E+00,10.324E+00,2.0481E+03,2.1349E+03,-602.65E+00,0.9593E+00,206.85E+00,9.8895E+00,1.9361E+03,2.0456E+03,-660.31E+00,0.9465E+00,206.82E+00,10.232E+00,2.0100E+03,2.1162E+03,-662.08E+00,0.9498E+00,206.82E+00,10.149E+00,5.9942E+03,6.2968E+03,-1.9250E+03,0.9520E+00
  201,2024/12/05,15:03:34,206.79E+00,10.325E+00,2.0488E+03,2.1352E+03,-601.15E+00,0.9595E+00,206.84E+00,9.8933E+00,1.9364E+03,2.0463E+03,-661.77E+00,0.9463E+00,206.83E+00,10.236E+00,2.0108E+03,2.1172E+03,-662.62E+00,0.9498E+00,206.82E+00,10.152E+00,5.9960E+03,6.2987E+03,-1.9256E+03,0.9519E+00
  202,2024/12/05,15:03:34,206.80E+00,10.330E+00,2.0499E+03,2.1364E+03,-601.46E+00,0.9596E+00,206.91E+00,9.9187E+00,1.9421E+03,2.0523E+03,-663.43E+00,0.9463E+00,206.94E+00,10.234E+00,2.0108E+03,2.1178E+03,-664.64E+00,0.9495E+00,206.89E+00,10.161E+00,6.0029E+03,6.3065E+03,-1.9295E+03,0.9519E+00
  203,2024/12/05,15:03:34,206.79E+00,10.329E+00,2.0498E+03,2.1359E+03,-600.38E+00,0.9597E+00,206.85E+00,9.9055E+00,1.9399E+03,2.0489E+03,-659.45E+00,0.9468E+00,206.94E+00,10.223E+00,2.0087E+03,2.1155E+03,-663.71E+00,0.9495E+00,206.86E+00,10.152E+00,5.9984E+03,6.3003E+03,-1.9235E+03,0.9521E+00
  204,2024/12/05,15:03:34,206.74E+00,10.322E+00,2.0473E+03,2.1340E+03,-601.91E+00,0.9594E+00,206.86E+00,9.9135E+00,1.9417E+03,2.0507E+03,-659.65E+00,0.9469E+00,206.89E+00,10.232E+00,2.0110E+03,2.1170E+03,-661.35E+00,0.9499E+00,206.83E+00,10.156E+00,6.0001E+03,6.3017E+03,-1.9229E+03,0.9521E+00
  205,2024/12/05,15:03:35,206.69E+00,10.331E+00,2.0482E+03,2.1353E+03,-603.80E+00,0.9592E+00,206.84E+00,9.8994E+00,1.9384E+03,2.0476E+03,-659.78E+00,0.9467E+00,206.79E+00,10.235E+00,2.0103E+03,2.1165E+03,-661.99E+00,0.9498E+00,206.78E+00,10.155E+00,5.9969E+03,6.2994E+03,-1.9256E+03,0.9520E+00
  206,2024/12/05,15:03:35,206.94E+00,10.311E+00,2.0469E+03,2.1338E+03,-602.69E+00,0.9593E+00,206.79E+00,9.8675E+00,1.9305E+03,2.0405E+03,-661.13E+00,0.9461E+00,206.83E+00,10.207E+00,2.0051E+03,2.1111E+03,-660.59E+00,0.9498E+00,206.85E+00,10.129E+00,5.9825E+03,6.2854E+03,-1.9244E+03,0.9518E+00
  207,2024/12/05,15:03:35,206.64E+00,10.305E+00,2.0434E+03,2.1293E+03,-598.91E+00,0.9596E+00,206.85E+00,9.8916E+00,1.9367E+03,2.0460E+03,-659.97E+00,0.9466E+00,206.82E+00,10.214E+00,2.0059E+03,2.1124E+03,-662.27E+00,0.9496E+00,206.77E+00,10.137E+00,5.9859E+03,6.2878E+03,-1.9212E+03,0.9520E+00
  208,2024/12/05,15:03:35,206.63E+00,10.307E+00,2.0434E+03,2.1297E+03,-599.80E+00,0.9595E+00,206.86E+00,9.8908E+00,1.9371E+03,2.0460E+03,-658.45E+00,0.9468E+00,206.94E+00,10.213E+00,2.0068E+03,2.1135E+03,-663.15E+00,0.9495E+00,206.81E+00,10.137E+00,5.9874E+03,6.2892E+03,-1.9214E+03,0.9520E+00
  209,2024/12/05,15:03:35,206.73E+00,10.296E+00,2.0420E+03,2.1284E+03,-600.29E+00,0.9594E+00,206.85E+00,9.8894E+00,1.9364E+03,2.0457E+03,-659.49E+00,0.9466E+00,206.79E+00,10.207E+00,2.0049E+03,2.1108E+03,-660.17E+00,0.9498E+00,206.79E+00,10.131E+00,5.9834E+03,6.2849E+03,-1.9200E+03,0.9520E+00
  210,2024/12/05,15:03:35,206.75E+00,10.301E+00,2.0435E+03,2.1297E+03,-599.83E+00,0.9595E+00,206.91E+00,9.8930E+00,1.9378E+03,2.0470E+03,-659.70E+00,0.9466E+00,206.88E+00,10.212E+00,2.0072E+03,2.1128E+03,-659.44E+00,0.9500E+00,206.85E+00,10.136E+00,5.9885E+03,6.2895E+03,-1.9190E+03,0.9521E+00
  211,2024/12/05,15:03:35,206.78E+00,10.301E+00,2.0444E+03,2.1302E+03,-598.47E+00,0.9597E+00,206.92E+00,9.8856E+00,1.9365E+03,2.0455E+03,-658.64E+00,0.9467E+00,206.92E+00,10.218E+00,2.0086E+03,2.1142E+03,-660.02E+00,0.9500E+00,206.87E+00,10.135E+00,5.9895E+03,6.2899E+03,-1.9171E+03,0.9522E+00
  212,2024/12/05,15:03:35,206.79E+00,10.307E+00,2.0459E+03,2.1314E+03,-597.74E+00,0.9599E+00,206.79E+00,9.8922E+00,1.9352E+03,2.0456E+03,-662.91E+00,0.9460E+00,206.80E+00,10.210E+00,2.0051E+03,2.1114E+03,-661.40E+00,0.9497E+00,206.79E+00,10.136E+00,5.9862E+03,6.2884E+03,-1.9220E+03,0.9519E+00
  213,2024/12/05,15:03:35,206.84E+00,10.312E+00,2.0476E+03,2.1330E+03,-597.50E+00,0.9600E+00,206.63E+00,9.8900E+00,1.9339E+03,2.0436E+03,-660.43E+00,0.9463E+00,206.84E+00,10.212E+00,2.0056E+03,2.1122E+03,-662.61E+00,0.9495E+00,206.77E+00,10.138E+00,5.9871E+03,6.2888E+03,-1.9205E+03,0.9520E+00
  214,2024/12/05,15:03:35,206.74E+00,10.310E+00,2.0463E+03,2.1315E+03,-596.44E+00,0.9601E+00,206.86E+00,9.8942E+00,1.9375E+03,2.0467E+03,-659.76E+00,0.9466E+00,206.85E+00,10.201E+00,2.0040E+03,2.1101E+03,-660.47E+00,0.9497E+00,206.82E+00,10.135E+00,5.9878E+03,6.2883E+03,-1.9167E+03,0.9522E+00
  215,2024/12/05,15:03:36,206.80E+00,10.306E+00,2.0453E+03,2.1313E+03,-599.33E+00,0.9596E+00,206.91E+00,9.8929E+00,1.9391E+03,2.0470E+03,-655.55E+00,0.9473E+00,206.88E+00,10.214E+00,2.0075E+03,2.1130E+03,-659.27E+00,0.9501E+00,206.86E+00,10.138E+00,5.9920E+03,6.2913E+03,-1.9141E+03,0.9524E+00
  216,2024/12/05,15:03:36,206.78E+00,10.284E+00,2.0407E+03,2.1266E+03,-598.37E+00,0.9596E+00,206.83E+00,9.8430E+00,1.9262E+03,2.0358E+03,-659.16E+00,0.9461E+00,206.94E+00,10.182E+00,2.0018E+03,2.1070E+03,-657.61E+00,0.9500E+00,206.85E+00,10.103E+00,5.9686E+03,6.2694E+03,-1.9151E+03,0.9520E+00
  217,2024/12/05,15:03:36,206.74E+00,10.279E+00,2.0396E+03,2.1250E+03,-596.36E+00,0.9598E+00,206.78E+00,9.8533E+00,1.9282E+03,2.0375E+03,-658.50E+00,0.9463E+00,206.82E+00,10.181E+00,2.0002E+03,2.1058E+03,-658.18E+00,0.9499E+00,206.78E+00,10.104E+00,5.9680E+03,6.2683E+03,-1.9130E+03,0.9521E+00
  218,2024/12/05,15:03:36,206.78E+00,10.282E+00,2.0407E+03,2.1261E+03,-596.33E+00,0.9599E+00,206.91E+00,9.8708E+00,1.9333E+03,2.0424E+03,-658.67E+00,0.9466E+00,206.90E+00,10.182E+00,2.0003E+03,2.1067E+03,-661.18E+00,0.9495E+00,206.86E+00,10.112E+00,5.9743E+03,6.2752E+03,-1.9162E+03,0.9520E+00
  219,2024/12/05,15:03:36,206.84E+00,10.285E+00,2.0424E+03,2.1272E+03,-594.81E+00,0.9601E+00,206.91E+00,9.8582E+00,1.9311E+03,2.0398E+03,-656.88E+00,0.9467E+00,206.88E+00,10.174E+00,1.9987E+03,2.1049E+03,-660.21E+00,0.9495E+00,206.88E+00,10.106E+00,5.9721E+03,6.2719E+03,-1.9119E+03,0.9522E+00
  220,2024/12/05,15:03:36,206.74E+00,10.268E+00,2.0375E+03,2.1228E+03,-595.84E+00,0.9598E+00,206.85E+00,9.8628E+00,1.9310E+03,2.0401E+03,-658.14E+00,0.9465E+00,206.94E+00,10.179E+00,2.0013E+03,2.1063E+03,-656.82E+00,0.9501E+00,206.84E+00,10.103E+00,5.9698E+03,6.2692E+03,-1.9108E+03,0.9522E+00
  221,2024/12/05,15:03:36,206.74E+00,10.277E+00,2.0393E+03,2.1248E+03,-596.67E+00,0.9598E+00,206.95E+00,9.8592E+00,1.9321E+03,2.0403E+03,-655.66E+00,0.9470E+00,206.94E+00,10.192E+00,2.0039E+03,2.1091E+03,-657.71E+00,0.9501E+00,206.87E+00,10.110E+00,5.9753E+03,6.2742E+03,-1.9100E+03,0.9524E+00
  222,2024/12/05,15:03:36,206.78E+00,10.282E+00,2.0405E+03,2.1260E+03,-596.90E+00,0.9598E+00,206.78E+00,9.8490E+00,1.9270E+03,2.0366E+03,-659.04E+00,0.9462E+00,206.88E+00,10.188E+00,2.0024E+03,2.1077E+03,-658.05E+00,0.9500E+00,206.81E+00,10.106E+00,5.9699E+03,6.2703E+03,-1.9140E+03,0.9521E+00
  223,2024/12/05,15:03:36,206.80E+00,10.279E+00,2.0404E+03,2.1256E+03,-596.07E+00,0.9599E+00,206.91E+00,9.8681E+00,1.9324E+03,2.0418E+03,-659.21E+00,0.9464E+00,206.87E+00,10.180E+00,1.9996E+03,2.1060E+03,-660.75E+00,0.9495E+00,206.86E+00,10.109E+00,5.9724E+03,6.2734E+03,-1.9160E+03,0.9520E+00
  224,2024/12/05,15:03:36,206.73E+00,10.279E+00,2.0411E+03,2.1249E+03,-590.88E+00,0.9606E+00,206.85E+00,9.8649E+00,1.9319E+03,2.0406E+03,-657.14E+00,0.9467E+00,206.81E+00,10.170E+00,1.9969E+03,2.1032E+03,-660.13E+00,0.9495E+00,206.80E+00,10.104E+00,5.9699E+03,6.2687E+03,-1.9081E+03,0.9523E+00
  225,2024/12/05,15:03:37,206.80E+00,10.277E+00,2.0396E+03,2.1253E+03,-597.56E+00,0.9597E+00,206.90E+00,9.8659E+00,1.9324E+03,2.0412E+03,-657.49E+00,0.9467E+00,206.94E+00,10.180E+00,2.0012E+03,2.1066E+03,-657.83E+00,0.9500E+00,206.88E+00,10.108E+00,5.9732E+03,6.2731E+03,-1.9129E+03,0.9522E+00
  226,2024/12/05,15:03:37,206.64E+00,10.319E+00,2.0465E+03,2.1323E+03,-598.93E+00,0.9597E+00,206.86E+00,9.8921E+00,1.9371E+03,2.0462E+03,-659.39E+00,0.9467E+00,206.95E+00,10.216E+00,2.0091E+03,2.1142E+03,-658.52E+00,0.9503E+00,206.81E+00,10.142E+00,5.9926E+03,6.2928E+03,-1.9168E+03,0.9523E+00
  227,2024/12/05,15:03:37,206.72E+00,10.311E+00,2.0463E+03,2.1315E+03,-596.80E+00,0.9600E+00,206.85E+00,9.8756E+00,1.9334E+03,2.0428E+03,-659.34E+00,0.9465E+00,206.83E+00,10.209E+00,2.0057E+03,2.1115E+03,-660.03E+00,0.9499E+00,206.80E+00,10.132E+00,5.9854E+03,6.2858E+03,-1.9162E+03,0.9522E+00
  228,2024/12/05,15:03:37,206.78E+00,10.311E+00,2.0460E+03,2.1320E+03,-599.53E+00,0.9596E+00,206.94E+00,9.9025E+00,1.9390E+03,2.0492E+03,-663.00E+00,0.9462E+00,206.85E+00,10.212E+00,2.0060E+03,2.1123E+03,-661.64E+00,0.9497E+00,206.86E+00,10.142E+00,5.9910E+03,6.2936E+03,-1.9242E+03,0.9519E+00
  229,2024/12/05,15:03:37,206.63E+00,10.321E+00,2.0462E+03,2.1325E+03,-600.58E+00,0.9595E+00,206.98E+00,9.9087E+00,1.9405E+03,2.0509E+03,-663.92E+00,0.9462E+00,206.79E+00,10.206E+00,2.0039E+03,2.1104E+03,-661.93E+00,0.9495E+00,206.80E+00,10.145E+00,5.9906E+03,6.2939E+03,-1.9264E+03,0.9518E+00
  230,2024/12/05,15:03:37,206.73E+00,10.305E+00,2.0444E+03,2.1303E+03,-598.90E+00,0.9597E+00,206.89E+00,9.8933E+00,1.9374E+03,2.0468E+03,-660.20E+00,0.9466E+00,206.90E+00,10.210E+00,2.0067E+03,2.1125E+03,-660.23E+00,0.9499E+00,206.84E+00,10.136E+00,5.9885E+03,6.2897E+03,-1.9193E+03,0.9521E+00
  231,2024/12/05,15:03:37,206.73E+00,10.313E+00,2.0450E+03,2.1320E+03,-602.81E+00,0.9592E+00,206.79E+00,9.8784E+00,1.9337E+03,2.0427E+03,-658.44E+00,0.9466E+00,206.85E+00,10.212E+00,2.0071E+03,2.1123E+03,-658.20E+00,0.9502E+00,206.79E+00,10.134E+00,5.9858E+03,6.2870E+03,-1.9194E+03,0.9521E+00
