"Model","WT1800"
"Comment",""
"Version","1.01"
"Date","2024/12/05"
"Time","14:39:18"

"<Settings>"
"Measurement Mode","Normal Mode"
"Sigma","SigmaA"
"Sigma Wiring","3P4W"
"Delta Measure Type","Star->Delta"
"Delta Measure Mode","RMS"
"Element","Element1","Element2","Element3","Element4","Element5","Element6"
"Module","1kV5A","1kV5A","1kV5A","1kV5A","1kV5A","1kV5A"
"Wiring","1P2W","SigmaA(3P4W)","SigmaA(3P4W)","SigmaA(3P4W)","1P2W","1P2W"
"Voltage Range","1.5V","600V","600V","600V","1.5V","1.5V"
"Terminal","Direct","Direct","Direct","Direct","Sensor","Direct"
"Current Range","    10mA","Auto","Auto","Auto","100mV","    10mA"
"Sensor Ratio","100.0000","10.0000","100.0000","10.0000","100.0000","10.0000"
"Line Filter","Off","Off","Off","Off","Off","Off"
"Frequency Filter","Off","Off","Off","Off","Off","Off"
"Scaling","On"
"Vt Ratio","1.0000","1.0000","1.0000","1.0000","1.0000","1.0000"
"Ct Ratio","1.0000","2000.0001","1000.0000","1000.0000","1.0000","1.0000"
"Scaling Factor","1.0000","1.0000","1.0000","1.0000","1.0000","1.0000"
"Sync Source","I1","I2","I3","I4","I5","I6"
"WP Type","Charge/Discharge","Charge/Discharge","Charge/Discharge","Charge/Discharge","Charge/Discharge","Charge/Discharge"
"q Mode","dc","dc","dc","dc","dc","dc"
"Null U","Off","Off","Off","Off","Off","Off"
"Null I","Off","Off","Off","Off","Off","Off"
"Element Independent","On"
"Average","Off"
"F1(EFF)","P(E3)/P(E4)*100","Unit","%"
"F2(P-loss)","Off"
"F3(U-ripple)","Off"
"F4(I-ripple)","Off"
"F5(D-UrmsR)","Off"
"F6(D-UrmsS)","Off"
"F7(D-UrmsT)","Off"
"F8(D-UmnR)","Off"
"F9(D-UmnS)","Off"
"F10(D-UmnT)","Off"
"F11(PhiU3-U2)","Off"
"F12(PhiI1-I2)","Off"
"F13(PhiI2-I3)","Off"
"F14(PhiI3-I1)","Off"
"F15(Pp-p)","Off"
"F16(F16)","Off"
"F17(F17)","Off"
"F18(F18)","Off"
"F19(F19)","Off"
"F20(F20)","Off"
"Evt1(Ev1)","Off"
"Evt2(Ev2)","Off"
"Evt3(Ev3)","Off"
"Evt4(Ev4)","Off"
"Evt5(Ev5)","Off"
"Evt6(Ev6)","Off"
"Evt7(Ev7)","Off"
"Evt8(Ev8)","Off"
"S Formula","Urms X Irms"
"S,Q Formula","Type 1"
"PC Formula","IEC76(1976)","0.5000","0.5000"
"Phase Angle","180 degree"
"Update Rate","100ms"
"Crest Factor","3"
"eta1 Formula","P3/P4*100"
"eta2 Formula","P4/P3*100"
"eta3 Formula","Off"
"eta4 Formula","Off"

"<Settings (Harmonics)>"
"Element","Element1","Element2","Element3","Element4","Element5","Element6"
"PLL Source","U4","U4","U4","U4","U4","U4"
"Order","0 To 40","0 To 40","0 To 40","0 To 40","0 To 40","0 To 40"
"THD Formula","Total","Total","Total","Total","Total","Total"

"Store No.","Date","Time","Urms-E2[V]","Irms-E2[A]","P-E2[W]","S-E2[VA]","Q-E2[var]","PF-E2","Urms-E3[V]","Irms-E3[A]","P-E3[W]","S-E3[VA]","Q-E3[var]","PF-E3","Urms-E4[V]","Irms-E4[A]","P-E4[W]","S-E4[VA]","Q-E4[var]","PF-E4","Urms-SigA[V]","Irms-SigA[A]","P-SigA[W]","S-SigA[VA]","Q-SigA[var]","PF-SigA"
  314,2024/12/05,14:37:46,229.84E+00,9.6813E+00,2.0965E+03,2.2252E+03,745.78E+00,0.9422E+00,229.56E+00,8.5142E+00,1.8880E+03,1.9545E+03,505.52E+00,0.9660E+00,229.58E+00,9.2394E+00,2.0324E+03,2.1212E+03,607.25E+00,0.9581E+00,229.66E+00,9.1450E+00,6.0169E+03,6.3009E+03,1.8586E+03,0.9549E+00
  315,2024/12/05,14:37:46,229.91E+00,9.6690E+00,2.0945E+03,2.2230E+03,744.65E+00,0.9422E+00,229.50E+00,8.4856E+00,1.8815E+03,1.9475E+03,502.53E+00,0.9661E+00,229.66E+00,9.2160E+00,2.0285E+03,2.1165E+03,604.09E+00,0.9584E+00,229.69E+00,9.1235E+00,6.0045E+03,6.2870E+03,1.8513E+03,0.9551E+00
  316,2024/12/05,14:37:46,229.85E+00,9.6835E+00,2.0967E+03,2.2258E+03,746.89E+00,0.9420E+00,229.56E+00,8.4988E+00,1.8839E+03,1.9509E+03,506.98E+00,0.9656E+00,229.67E+00,9.2253E+00,2.0306E+03,2.1188E+03,604.79E+00,0.9584E+00,229.69E+00,9.1358E+00,6.0113E+03,6.2955E+03,1.8587E+03,0.9549E+00
  317,2024/12/05,14:37:47,229.86E+00,9.6792E+00,2.0968E+03,2.2249E+03,743.79E+00,0.9425E+00,229.61E+00,8.5023E+00,1.8852E+03,1.9522E+03,507.10E+00,0.9657E+00,229.59E+00,9.2166E+00,2.0279E+03,2.1160E+03,604.28E+00,0.9584E+00,229.68E+00,9.1327E+00,6.0099E+03,6.2930E+03,1.8552E+03,0.9550E+00
  318,2024/12/05,14:37:47,229.84E+00,9.6734E+00,2.0949E+03,2.2234E+03,744.73E+00,0.9422E+00,229.71E+00,8.5028E+00,1.8864E+03,1.9532E+03,506.34E+00,0.9658E+00,229.59E+00,9.2286E+00,2.0301E+03,2.1188E+03,606.45E+00,0.9582E+00,229.71E+00,9.1349E+00,6.0115E+03,6.2953E+03,1.8575E+03,0.9549E+00
  319,2024/12/05,14:37:47,229.91E+00,9.6729E+00,2.0953E+03,2.2239E+03,745.33E+00,0.9422E+00,229.55E+00,8.4990E+00,1.8842E+03,1.9509E+03,505.65E+00,0.9658E+00,229.58E+00,9.2262E+00,2.0294E+03,2.1182E+03,606.93E+00,0.9581E+00,229.68E+00,9.1327E+00,6.0089E+03,6.2930E+03,1.8579E+03,0.9549E+00
  320,2024/12/05,14:37:47,229.95E+00,9.6887E+00,2.0988E+03,2.2279E+03,747.40E+00,0.9421E+00,229.50E+00,8.4934E+00,1.8824E+03,1.9492E+03,506.12E+00,0.9657E+00,229.55E+00,9.2173E+00,2.0270E+03,2.1158E+03,606.59E+00,0.9580E+00,229.67E+00,9.1331E+00,6.0082E+03,6.2930E+03,1.8601E+03,0.9547E+00
  321,2024/12/05,14:37:47,229.80E+00,9.6867E+00,2.0965E+03,2.2260E+03,748.19E+00,0.9418E+00,229.43E+00,8.4932E+00,1.8813E+03,1.9486E+03,507.70E+00,0.9655E+00,229.58E+00,9.2221E+00,2.0290E+03,2.1172E+03,604.92E+00,0.9583E+00,229.60E+00,9.1340E+00,6.0068E+03,6.2918E+03,1.8608E+03,0.9547E+00
  322,2024/12/05,14:37:47,229.91E+00,9.6792E+00,2.0967E+03,2.2253E+03,745.49E+00,0.9422E+00,229.60E+00,8.5014E+00,1.8846E+03,1.9519E+03,508.25E+00,0.9655E+00,229.65E+00,9.2202E+00,2.0291E+03,2.1174E+03,605.24E+00,0.9583E+00,229.72E+00,9.1336E+00,6.0104E+03,6.2946E+03,1.8590E+03,0.9548E+00
  323,2024/12/05,14:37:47,229.91E+00,9.6808E+00,2.0969E+03,2.2257E+03,746.04E+00,0.9421E+00,229.60E+00,8.5004E+00,1.8844E+03,1.9517E+03,508.08E+00,0.9655E+00,229.53E+00,9.2239E+00,2.0284E+03,2.1171E+03,606.40E+00,0.9581E+00,229.68E+00,9.1350E+00,6.0097E+03,6.2945E+03,1.8605E+03,0.9548E+00
  324,2024/12/05,14:37:47,229.91E+00,9.6741E+00,2.0952E+03,2.2241E+03,746.31E+00,0.9420E+00,229.69E+00,8.5100E+00,1.8882E+03,1.9546E+03,505.34E+00,0.9660E+00,229.68E+00,9.2366E+00,2.0328E+03,2.1215E+03,606.93E+00,0.9582E+00,229.76E+00,9.1402E+00,6.0162E+03,6.3002E+03,1.8586E+03,0.9549E+00
  325,2024/12/05,14:37:47,229.96E+00,9.7034E+00,2.1012E+03,2.2314E+03,751.06E+00,0.9417E+00,229.54E+00,8.5221E+00,1.8894E+03,1.9562E+03,506.53E+00,0.9659E+00,229.66E+00,9.2439E+00,2.0344E+03,2.1230E+03,606.97E+00,0.9583E+00,229.72E+00,9.1565E+00,6.0250E+03,6.3105E+03,1.8646E+03,0.9548E+00
  326,2024/12/05,14:37:47,229.96E+00,9.7103E+00,2.1036E+03,2.2330E+03,749.02E+00,0.9421E+00,229.49E+00,8.5147E+00,1.8868E+03,1.9540E+03,508.17E+00,0.9656E+00,229.53E+00,9.2377E+00,2.0319E+03,2.1203E+03,606.11E+00,0.9583E+00,229.66E+00,9.1542E+00,6.0223E+03,6.3074E+03,1.8633E+03,0.9548E+00
  327,2024/12/05,14:37:48,229.81E+00,9.7016E+00,2.1006E+03,2.2295E+03,747.08E+00,0.9422E+00,229.38E+00,8.5111E+00,1.8846E+03,1.9523E+03,509.33E+00,0.9654E+00,229.70E+00,9.2454E+00,2.0354E+03,2.1236E+03,605.89E+00,0.9584E+00,229.63E+00,9.1527E+00,6.0206E+03,6.3054E+03,1.8623E+03,0.9548E+00
  328,2024/12/05,14:37:48,229.92E+00,9.6987E+00,2.1015E+03,2.2299E+03,745.77E+00,0.9424E+00,229.54E+00,8.5158E+00,1.8874E+03,1.9547E+03,508.74E+00,0.9655E+00,229.70E+00,9.2457E+00,2.0355E+03,2.1237E+03,605.74E+00,0.9585E+00,229.72E+00,9.1534E+00,6.0244E+03,6.3084E+03,1.8602E+03,0.9550E+00
  329,2024/12/05,14:37:48,229.86E+00,9.6935E+00,2.0994E+03,2.2281E+03,746.35E+00,0.9422E+00,229.53E+00,8.5209E+00,1.8889E+03,1.9558E+03,506.95E+00,0.9658E+00,229.69E+00,9.2503E+00,2.0360E+03,2.1247E+03,607.37E+00,0.9583E+00,229.69E+00,9.1549E+00,6.0244E+03,6.3086E+03,1.8607E+03,0.9549E+00
  330,2024/12/05,14:37:48,229.84E+00,9.6918E+00,2.0984E+03,2.2276E+03,747.35E+00,0.9420E+00,229.61E+00,8.5181E+00,1.8892E+03,1.9558E+03,506.19E+00,0.9659E+00,229.70E+00,9.2437E+00,2.0350E+03,2.1232E+03,605.81E+00,0.9584E+00,229.71E+00,9.1512E+00,6.0226E+03,6.3066E+03,1.8594E+03,0.9550E+00
  331,2024/12/05,14:37:48,229.93E+00,9.7034E+00,2.1022E+03,2.2311E+03,747.46E+00,0.9422E+00,229.70E+00,8.5198E+00,1.8904E+03,1.9570E+03,506.09E+00,0.9660E+00,229.69E+00,9.2443E+00,2.0351E+03,2.1233E+03,605.60E+00,0.9585E+00,229.77E+00,9.1559E+00,6.0278E+03,6.3115E+03,1.8592E+03,0.9551E+00
  332,2024/12/05,14:37:48,229.92E+00,9.7047E+00,2.1026E+03,2.2314E+03,746.93E+00,0.9423E+00,229.39E+00,8.5105E+00,1.8849E+03,1.9522E+03,508.17E+00,0.9655E+00,229.75E+00,9.2490E+00,2.0368E+03,2.1250E+03,605.59E+00,0.9585E+00,229.69E+00,9.1547E+00,6.0244E+03,6.3085E+03,1.8607E+03,0.9550E+00
  333,2024/12/05,14:37:48,229.87E+00,9.6934E+00,2.1001E+03,2.2282E+03,744.55E+00,0.9425E+00,229.60E+00,8.5195E+00,1.8885E+03,1.9561E+03,509.68E+00,0.9655E+00,229.68E+00,9.2442E+00,2.0348E+03,2.1232E+03,606.39E+00,0.9583E+00,229.72E+00,9.1524E+00,6.0234E+03,6.3075E+03,1.8606E+03,0.9550E+00
  334,2024/12/05,14:37:48,229.85E+00,9.6910E+00,2.0990E+03,2.2275E+03,745.73E+00,0.9423E+00,229.50E+00,8.5165E+00,1.8877E+03,1.9545E+03,506.90E+00,0.9658E+00,229.75E+00,9.2547E+00,2.0376E+03,2.1262E+03,607.50E+00,0.9583E+00,229.70E+00,9.1541E+00,6.0242E+03,6.3083E+03,1.8601E+03,0.9550E+00
  335,2024/12/05,14:37:48,229.86E+00,9.6593E+00,2.0923E+03,2.2203E+03,743.08E+00,0.9423E+00,229.43E+00,8.4871E+00,1.8808E+03,1.9472E+03,504.31E+00,0.9659E+00,229.58E+00,9.2186E+00,2.0279E+03,2.1164E+03,605.51E+00,0.9582E+00,229.62E+00,9.1217E+00,6.0009E+03,6.2839E+03,1.8529E+03,0.9550E+00
  336,2024/12/05,14:37:48,229.88E+00,9.6812E+00,2.0968E+03,2.2255E+03,745.64E+00,0.9422E+00,229.53E+00,8.4948E+00,1.8833E+03,1.9498E+03,504.79E+00,0.9659E+00,229.58E+00,9.2228E+00,2.0290E+03,2.1174E+03,605.23E+00,0.9583E+00,229.66E+00,9.1329E+00,6.0092E+03,6.2926E+03,1.8557E+03,0.9550E+00
  337,2024/12/05,14:37:49,229.85E+00,9.6794E+00,2.0961E+03,2.2248E+03,745.75E+00,0.9421E+00,229.51E+00,8.4966E+00,1.8829E+03,1.9500E+03,507.05E+00,0.9656E+00,229.65E+00,9.2278E+00,2.0310E+03,2.1192E+03,604.78E+00,0.9584E+00,229.67E+00,9.1346E+00,6.0101E+03,6.2940E+03,1.8576E+03,0.9549E+00
  338,2024/12/05,14:37:49,229.77E+00,9.6821E+00,2.0963E+03,2.2246E+03,744.64E+00,0.9423E+00,229.44E+00,8.4990E+00,1.8825E+03,1.9500E+03,508.67E+00,0.9654E+00,229.65E+00,9.2218E+00,2.0294E+03,2.1178E+03,605.30E+00,0.9583E+00,229.62E+00,9.1343E+00,6.0082E+03,6.2924E+03,1.8586E+03,0.9548E+00
  339,2024/12/05,14:37:49,229.94E+00,9.6748E+00,2.0956E+03,2.2246E+03,746.43E+00,0.9420E+00,229.39E+00,8.4899E+00,1.8802E+03,1.9475E+03,507.67E+00,0.9654E+00,229.53E+00,9.2256E+00,2.0289E+03,2.1176E+03,606.57E+00,0.9581E+00,229.62E+00,9.1301E+00,6.0046E+03,6.2897E+03,1.8607E+03,0.9547E+00
  340,2024/12/05,14:37:49,229.92E+00,9.6843E+00,2.0979E+03,2.2266E+03,745.98E+00,0.9422E+00,229.39E+00,8.4924E+00,1.8817E+03,1.9481E+03,504.24E+00,0.9659E+00,229.69E+00,9.2378E+00,2.0325E+03,2.1218E+03,609.20E+00,0.9579E+00,229.66E+00,9.1382E+00,6.0121E+03,6.2965E+03,1.8594E+03,0.9548E+00
  341,2024/12/05,14:37:49,229.77E+00,9.6886E+00,2.0965E+03,2.2262E+03,748.75E+00,0.9417E+00,229.37E+00,8.4834E+00,1.8791E+03,1.9459E+03,505.26E+00,0.9657E+00,229.65E+00,9.2239E+00,2.0295E+03,2.1183E+03,606.93E+00,0.9581E+00,229.60E+00,9.1320E+00,6.0051E+03,6.2904E+03,1.8609E+03,0.9547E+00
  342,2024/12/05,14:37:49,229.90E+00,9.6907E+00,2.0976E+03,2.2279E+03,750.64E+00,0.9415E+00,229.38E+00,8.4896E+00,1.8802E+03,1.9474E+03,507.14E+00,0.9655E+00,229.53E+00,9.2168E+00,2.0268E+03,2.1155E+03,606.30E+00,0.9581E+00,229.60E+00,9.1324E+00,6.0046E+03,6.2908E+03,1.8641E+03,0.9545E+00
  343,2024/12/05,14:37:49,229.81E+00,9.6785E+00,2.0944E+03,2.2242E+03,748.69E+00,0.9416E+00,229.59E+00,8.5018E+00,1.8844E+03,1.9519E+03,509.13E+00,0.9654E+00,229.68E+00,9.2260E+00,2.0303E+03,2.1190E+03,606.81E+00,0.9581E+00,229.69E+00,9.1354E+00,6.0091E+03,6.2952E+03,1.8646E+03,0.9546E+00
  344,2024/12/05,14:37:49,229.91E+00,9.6786E+00,2.0953E+03,2.2252E+03,749.11E+00,0.9416E+00,229.38E+00,8.4900E+00,1.8798E+03,1.9475E+03,508.84E+00,0.9653E+00,229.49E+00,9.2220E+00,2.0269E+03,2.1163E+03,608.60E+00,0.9578E+00,229.59E+00,9.1302E+00,6.0020E+03,6.2890E+03,1.8666E+03,0.9544E+00
  345,2024/12/05,14:37:49,229.97E+00,9.6984E+00,2.1005E+03,2.2303E+03,749.61E+00,0.9418E+00,229.39E+00,8.5191E+00,1.8870E+03,1.9542E+03,508.22E+00,0.9656E+00,229.60E+00,9.2607E+00,2.0364E+03,2.1262E+03,611.63E+00,0.9577E+00,229.65E+00,9.1594E+00,6.0239E+03,6.3107E+03,1.8695E+03,0.9545E+00
  346,2024/12/05,14:37:49,229.79E+00,9.6969E+00,2.0969E+03,2.2283E+03,753.92E+00,0.9410E+00,229.33E+00,8.5069E+00,1.8835E+03,1.9509E+03,508.37E+00,0.9654E+00,229.32E+00,9.2300E+00,2.0266E+03,2.1166E+03,610.60E+00,0.9575E+00,229.48E+00,9.1446E+00,6.0069E+03,6.2957E+03,1.8729E+03,0.9541E+00
  347,2024/12/05,14:37:50,229.81E+00,9.7016E+00,2.0982E+03,2.2295E+03,753.93E+00,0.9411E+00,229.40E+00,8.5072E+00,1.8833E+03,1.9515E+03,511.35E+00,0.9651E+00,229.69E+00,9.2543E+00,2.0357E+03,2.1256E+03,611.55E+00,0.9577E+00,229.63E+00,9.1543E+00,6.0172E+03,6.3066E+03,1.8768E+03,0.9541E+00
  348,2024/12/05,14:37:50,229.76E+00,9.7074E+00,2.0981E+03,2.2304E+03,756.63E+00,0.9407E+00,229.33E+00,8.5105E+00,1.8834E+03,1.9517E+03,511.89E+00,0.9650E+00,229.63E+00,9.2448E+00,2.0337E+03,2.1229E+03,608.93E+00,0.9580E+00,229.58E+00,9.1542E+00,6.0152E+03,6.3050E+03,1.8775E+03,0.9540E+00
  349,2024/12/05,14:37:50,229.92E+00,9.7091E+00,2.1006E+03,2.2323E+03,755.33E+00,0.9410E+00,229.51E+00,8.5196E+00,1.8868E+03,1.9553E+03,512.87E+00,0.9650E+00,229.54E+00,9.2446E+00,2.0320E+03,2.1220E+03,611.36E+00,0.9576E+00,229.65E+00,9.1578E+00,6.0195E+03,6.3096E+03,1.8796E+03,0.9540E+00
  350,2024/12/05,14:37:50,229.78E+00,9.7064E+00,2.0978E+03,2.2303E+03,757.34E+00,0.9406E+00,229.39E+00,8.5114E+00,1.8844E+03,1.9525E+03,510.89E+00,0.9652E+00,229.38E+00,9.2459E+00,2.0305E+03,2.1208E+03,612.37E+00,0.9574E+00,229.52E+00,9.1546E+00,6.0127E+03,6.3036E+03,1.8806E+03,0.9539E+00
  351,2024/12/05,14:37:50,229.76E+00,9.7025E+00,2.0967E+03,2.2293E+03,757.28E+00,0.9405E+00,229.33E+00,8.5133E+00,1.8844E+03,1.9524E+03,510.50E+00,0.9652E+00,229.53E+00,9.2491E+00,2.0328E+03,2.1230E+03,611.97E+00,0.9576E+00,229.54E+00,9.1550E+00,6.0140E+03,6.3046E+03,1.8798E+03,0.9539E+00
  352,2024/12/05,14:37:50,229.96E+00,9.7198E+00,2.1023E+03,2.2352E+03,759.22E+00,0.9405E+00,229.33E+00,8.5103E+00,1.8835E+03,1.9517E+03,511.28E+00,0.9651E+00,229.63E+00,9.2533E+00,2.0350E+03,2.1248E+03,611.18E+00,0.9577E+00,229.64E+00,9.1611E+00,6.0208E+03,6.3116E+03,1.8817E+03,0.9539E+00
  353,2024/12/05,14:37:50,229.91E+00,9.7248E+00,2.1027E+03,2.2359E+03,760.04E+00,0.9405E+00,229.43E+00,8.5161E+00,1.8852E+03,1.9539E+03,513.52E+00,0.9648E+00,229.52E+00,9.2444E+00,2.0324E+03,2.1218E+03,609.53E+00,0.9578E+00,229.62E+00,9.1618E+00,6.0202E+03,6.3115E+03,1.8831E+03,0.9539E+00
  354,2024/12/05,14:37:50,229.91E+00,9.7190E+00,2.1025E+03,2.2345E+03,756.70E+00,0.9409E+00,229.53E+00,8.5232E+00,1.8875E+03,1.9563E+03,514.16E+00,0.9648E+00,229.65E+00,9.2495E+00,2.0344E+03,2.1241E+03,610.96E+00,0.9577E+00,229.70E+00,9.1639E+00,6.0244E+03,6.3150E+03,1.8818E+03,0.9540E+00
  355,2024/12/05,14:37:50,229.84E+00,9.7013E+00,2.0974E+03,2.2297E+03,756.67E+00,0.9407E+00,229.39E+00,8.4918E+00,1.8796E+03,1.9480E+03,511.40E+00,0.9649E+00,229.50E+00,9.2233E+00,2.0265E+03,2.1167E+03,611.22E+00,0.9574E+00,229.58E+00,9.1388E+00,6.0036E+03,6.2944E+03,1.8793E+03,0.9538E+00
  356,2024/12/05,14:37:50,229.80E+00,9.6772E+00,2.0920E+03,2.2238E+03,754.38E+00,0.9407E+00,229.32E+00,8.4943E+00,1.8803E+03,1.9479E+03,508.87E+00,0.9653E+00,229.53E+00,9.2284E+00,2.0284E+03,2.1182E+03,610.01E+00,0.9576E+00,229.55E+00,9.1333E+00,6.0007E+03,6.2899E+03,1.8733E+03,0.9540E+00
  357,2024/12/05,14:37:51,229.84E+00,9.6845E+00,2.0935E+03,2.2259E+03,756.40E+00,0.9405E+00,229.54E+00,8.4948E+00,1.8824E+03,1.9499E+03,508.63E+00,0.9654E+00,229.46E+00,9.2164E+00,2.0252E+03,2.1148E+03,608.92E+00,0.9577E+00,229.61E+00,9.1319E+00,6.0011E+03,6.2906E+03,1.8740E+03,0.9540E+00
  358,2024/12/05,14:37:51,229.80E+00,9.6889E+00,2.0943E+03,2.2265E+03,755.68E+00,0.9406E+00,229.54E+00,8.4945E+00,1.8819E+03,1.9498E+03,509.94E+00,0.9652E+00,229.70E+00,9.2287E+00,2.0314E+03,2.1198E+03,605.84E+00,0.9583E+00,229.68E+00,9.1374E+00,6.0076E+03,6.2961E+03,1.8715E+03,0.9542E+00
  359,2024/12/05,14:37:51,229.90E+00,9.6937E+00,2.0972E+03,2.2286E+03,753.76E+00,0.9411E+00,229.54E+00,8.4992E+00,1.8826E+03,1.9509E+03,511.61E+00,0.9650E+00,229.68E+00,9.2267E+00,2.0304E+03,2.1192E+03,607.08E+00,0.9581E+00,229.71E+00,9.1399E+00,6.0103E+03,6.2987E+03,1.8724E+03,0.9542E+00
  360,2024/12/05,14:37:51,229.79E+00,9.6826E+00,2.0941E+03,2.2249E+03,751.61E+00,0.9412E+00,229.54E+00,8.4988E+00,1.8828E+03,1.9508E+03,510.59E+00,0.9651E+00,229.47E+00,9.2268E+00,2.0279E+03,2.1173E+03,608.62E+00,0.9578E+00,229.60E+00,9.1360E+00,6.0049E+03,6.2930E+03,1.8708E+03,0.9542E+00
  361,2024/12/05,14:37:51,229.86E+00,9.6781E+00,2.0936E+03,2.2246E+03,751.97E+00,0.9411E+00,229.53E+00,8.5043E+00,1.8849E+03,1.9520E+03,507.52E+00,0.9656E+00,229.74E+00,9.2375E+00,2.0331E+03,2.1222E+03,608.52E+00,0.9580E+00,229.71E+00,9.1400E+00,6.0116E+03,6.2988E+03,1.8680E+03,0.9544E+00
  362,2024/12/05,14:37:51,229.86E+00,9.6862E+00,2.0957E+03,2.2265E+03,751.90E+00,0.9412E+00,229.48E+00,8.4956E+00,1.8823E+03,1.9496E+03,507.75E+00,0.9655E+00,229.53E+00,9.2176E+00,2.0269E+03,2.1157E+03,606.68E+00,0.9580E+00,229.62E+00,9.1331E+00,6.0048E+03,6.2917E+03,1.8663E+03,0.9544E+00
  363,2024/12/05,14:37:51,229.84E+00,9.7001E+00,2.0984E+03,2.2295E+03,753.04E+00,0.9412E+00,229.40E+00,8.4851E+00,1.8788E+03,1.9465E+03,509.05E+00,0.9652E+00,229.53E+00,9.2177E+00,2.0268E+03,2.1157E+03,607.15E+00,0.9579E+00,229.59E+00,9.1343E+00,6.0040E+03,6.2917E+03,1.8692E+03,0.9543E+00
  364,2024/12/05,14:37:51,229.86E+00,9.6892E+00,2.0966E+03,2.2271E+03,751.15E+00,0.9414E+00,229.47E+00,8.5015E+00,1.8829E+03,1.9508E+03,510.50E+00,0.9652E+00,229.58E+00,9.2225E+00,2.0287E+03,2.1173E+03,605.97E+00,0.9582E+00,229.64E+00,9.1377E+00,6.0082E+03,6.2953E+03,1.8676E+03,0.9544E+00
  365,2024/12/05,14:37:51,229.84E+00,9.6479E+00,2.0869E+03,2.2175E+03,749.56E+00,0.9411E+00,229.54E+00,8.4633E+00,1.8749E+03,1.9427E+03,508.65E+00,0.9651E+00,229.60E+00,9.1810E+00,2.0196E+03,2.1079E+03,603.63E+00,0.9581E+00,229.66E+00,9.0974E+00,5.9815E+03,6.2681E+03,1.8618E+03,0.9543E+00
  366,2024/12/05,14:37:51,229.84E+00,9.6413E+00,2.0859E+03,2.2160E+03,747.85E+00,0.9413E+00,229.54E+00,8.4759E+00,1.8782E+03,1.9456E+03,507.46E+00,0.9654E+00,229.70E+00,9.2049E+00,2.0261E+03,2.1144E+03,604.64E+00,0.9582E+00,229.69E+00,9.1074E+00,5.9902E+03,6.2759E+03,1.8599E+03,0.9545E+00
  367,2024/12/05,14:37:52,229.85E+00,9.6562E+00,2.0891E+03,2.2195E+03,749.41E+00,0.9413E+00,229.34E+00,8.4574E+00,1.8723E+03,1.9396E+03,506.30E+00,0.9653E+00,229.64E+00,9.1913E+00,2.0225E+03,2.1107E+03,603.82E+00,0.9582E+00,229.61E+00,9.1016E+00,5.9840E+03,6.2698E+03,1.8595E+03,0.9544E+00
  368,2024/12/05,14:37:52,229.79E+00,9.6534E+00,2.0879E+03,2.2183E+03,749.24E+00,0.9412E+00,229.54E+00,8.4688E+00,1.8765E+03,1.9440E+03,507.76E+00,0.9653E+00,229.69E+00,9.1961E+00,2.0240E+03,2.1122E+03,604.10E+00,0.9582E+00,229.67E+00,9.1061E+00,5.9884E+03,6.2745E+03,1.8611E+03,0.9544E+00
  369,2024/12/05,14:37:52,229.70E+00,9.6486E+00,2.0857E+03,2.2163E+03,749.50E+00,0.9411E+00,229.54E+00,8.4706E+00,1.8767E+03,1.9443E+03,508.21E+00,0.9652E+00,229.67E+00,9.1933E+00,2.0236E+03,2.1115E+03,602.88E+00,0.9584E+00,229.64E+00,9.1042E+00,5.9860E+03,6.2721E+03,1.8606E+03,0.9544E+00
  370,2024/12/05,14:37:52,229.80E+00,9.6493E+00,2.0875E+03,2.2174E+03,747.86E+00,0.9414E+00,229.48E+00,8.4660E+00,1.8749E+03,1.9427E+03,509.05E+00,0.9651E+00,229.69E+00,9.1963E+00,2.0240E+03,2.1123E+03,604.41E+00,0.9582E+00,229.66E+00,9.1039E+00,5.9863E+03,6.2725E+03,1.8613E+03,0.9544E+00
  371,2024/12/05,14:37:52,229.80E+00,9.6510E+00,2.0877E+03,2.2178E+03,748.51E+00,0.9413E+00,229.34E+00,8.4618E+00,1.8732E+03,1.9406E+03,507.18E+00,0.9652E+00,229.62E+00,9.2018E+00,2.0243E+03,2.1129E+03,605.43E+00,0.9581E+00,229.59E+00,9.1049E+00,5.9852E+03,6.2714E+03,1.8611E+03,0.9544E+00
  372,2024/12/05,14:37:52,229.86E+00,9.6453E+00,2.0869E+03,2.2170E+03,748.44E+00,0.9413E+00,229.48E+00,8.4669E+00,1.8761E+03,1.9429E+03,505.32E+00,0.9656E+00,229.52E+00,9.1926E+00,2.0211E+03,2.1098E+03,605.60E+00,0.9579E+00,229.62E+00,9.1016E+00,5.9840E+03,6.2698E+03,1.8594E+03,0.9544E+00
  373,2024/12/05,14:37:52,229.91E+00,9.6584E+00,2.0899E+03,2.2205E+03,750.51E+00,0.9412E+00,229.49E+00,8.4611E+00,1.8748E+03,1.9417E+03,505.25E+00,0.9656E+00,229.54E+00,9.1823E+00,2.0192E+03,2.1077E+03,604.31E+00,0.9580E+00,229.64E+00,9.1006E+00,5.9839E+03,6.2699E+03,1.8601E+03,0.9544E+00
  374,2024/12/05,14:37:52,229.89E+00,9.6624E+00,2.0908E+03,2.2213E+03,750.37E+00,0.9412E+00,229.48E+00,8.4638E+00,1.8748E+03,1.9423E+03,507.56E+00,0.9653E+00,229.48E+00,9.1855E+00,2.0194E+03,2.1079E+03,604.40E+00,0.9580E+00,229.62E+00,9.1039E+00,5.9849E+03,6.2715E+03,1.8623E+03,0.9543E+00
